Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
525	345.78	-18.02	-6230	-2.447	-838	14.869	9.82	146	1.471	21.87	14.871	-1.18	-17.6	-0.1396	-2.26	345.81	0.025	9	0.0038	1.2	345.8	0.003	1	0.0002	0.1	236.69	28.767	6804	3.875	916.9
530	345.86	-18.21	-6300	-2.472	-847	14.869	9.8	145.8	1.484	22.08	14.867	-1.06	-15.8	-0.1411	-2.28	345.89	0.026	9	0.0038	1.2	345.87	0.003	1	0.0002	0.1	236.41	28.893	6826	3.9151	926.4
535	345.9	-18.01	-6230	-2.497	-855	14.87	9.94	147.9	1.498	22.28	14.868	-1.056	-15.8	-0.1427	-2.31	345.94	0.025	9	0.0038	1.3	345.93	0.003	1	0.0002	0.1	236.74	28.866	6829	3.9551	935.8
540	345.97	-18.12	-6270	-2.522	-864	14.875	10.16	151.3	1.512	22.49	14.873	-1.413	-21.1	-0.1442	-2.33	346.02	0.025	9	0.0039	1.3	345.98	0.003	1	0.0002	0.1	236.49	28.898	6830	3.9953	945.3
545	346.01	-17.88	-6190	-2.547	-873	14.868	9.77	145.3	1.526	22.69	14.867	-0.977	-14.6	-0.1458	-2.35	346.06	0.025	9	0.0039	1.3	346.03	0.003	1	0.0002	0.1	236.95	28.644	6783	4.0353	954.8
550	346.1	-18.16	-6280	-2.572	-882	14.871	9.97	148.3	1.539	22.89	14.869	-1.147	-17.1	-0.1473	-2.38	346.12	0.025	9	0.0039	1.3	346.1	0.003	1	0.0002	0.1	236.55	28.951	6844	4.0755	964.3
555	346.15	-18.08	-6260	-2.597	-890	14.869	9.87	146.8	1.553	23.1	14.87	-1.233	-18.4	-0.1489	-2.4	346.19	0.025	8	0.004	1.3	346.16	0.003	1	0.0002	0.1	236.63	28.703	6787	4.1155	973.8
560	346.21	-18	-6230	-2.623	-899	14.869	9.78	145.4	1.567	23.3	14.867	-1.013	-15.1	-0.1504	-2.42	346.25	0.025	9	0.004	1.3	346.24	0.003	1	0.0002	0.1	236.53	28.939	6840	4.1556	983.3
565	346.29	-18.19	-6300	-2.648	-908	14.871	9.98	148.5	1.58	23.5	14.868	-1.097	-16.4	-0.1519	-2.44	346.32	0.025	9	0.004	1.3	346.28	0.003	1	0.0002	0.1	236.61	28.87	6826	4.1957	992.8
570	346.34	-17.98	-6230	-2.673	-916	14.869	9.75	145	1.594	23.71	14.869	-1.079	-16.1	-0.1535	-2.47	346.38	0.025	9	0.0041	1.3	346.36	0.003	1	0.0003	0.1	236.45	28.923	6834	4.2358	1002.3
575	346.41	-18.13	-6280	-2.698	-925	14.87	9.96	148.3	1.608	23.91	14.867	-1.015	-15.1	-0.155	-2.49	346.43	0.025	9	0.0041	1.4	346.41	0.003	1	0.0003	0.1	236.52	28.856	6820	4.2759	1011.8
580	346.47	-18.12	-6280	-2.723	-934	14.871	9.95	148	1.622	24.12	14.87	-1.15	-17.2	-0.1565	-2.51	346.5	0.024	8	0.0041	1.4	346.48	0.003	1	0.0003	0.1	236.49	28.867	6822	4.316	1021.2
585	346.53	-18.1	-6270	-2.748	-943	14.869	9.81	145.9	1.635	24.32	14.868	-1.055	-15.8	-0.1581	-2.54	346.55	0.025	9	0.0042	1.4	346.54	0.003	1	0.0003	0.1	236.66	28.817	6816	4.3561	1030.7
590	346.6	-18.07	-6260	-2.773	-951	14.871	10.06	149.7	1.649	24.52	14.867	-1.043	-15.6	-0.1596	-2.56	346.63	0.025	9	0.0042	1.4	346.61	0.003	1	0.0003	0.1	236.42	28.872	6821	4.3962	1040.2
595	346.66	-18	-6240	-2.798	-960	14.868	9.79	145.6	1.663	24.73	14.87	-1.183	-17.6	-0.1611	-2.58	346.68	0.024	8	0.0042	1.4	346.67	0.003	1	0.0003	0.1	236.63	28.92	6839	4.4362	1049.7
600	346.72	-18.16	-6300	-2.823	-969	14.868	9.81	145.9	1.676	24.93	14.869	-1.115	-16.6	-0.1626	-2.6	346.75	0.024	8	0.0043	1.4	346.72	0.003	1	0.0003	0.1	236.49	28.875	6824	4.4763	1059.1
605	346.77	-18.02	-6250	-2.849	-977	14.872	9.98	148.5	1.69	25.14	14.869	-1.05	-15.7	-0.1642	-2.63	346.8	0.024	8	0.0043	1.4	346.79	0.003	1	0.0003	0.1	236.68	28.844	6822	4.5163	1068.6
610	346.84	-18.07	-6270	-2.874	-986	14.869	9.83	146.3	1.704	25.34	14.869	-1.135	-16.9	-0.1657	-2.65	346.88	0.025	9	0.0043	1.4	346.85	0.003	1	0.0003	0.1	236.32	28.887	6822	4.5564	1078.1
615	346.9	-18.03	-6250	-2.899	-995	14.87	9.79	145.7	1.717	25.54	14.868	-1.014	-15.1	-0.1672	-2.67	346.93	0.024	8	0.0044	1.5	346.9	0.003	1	0.0003	0.1	236.48	28.885	6826	4.5965	1087.6
620	346.97	-18.08	-6280	-2.924	-1003	14.872	10.03	149.2	1.731	25.75	14.868	-1.066	-15.9	-0.1687	-2.7	347	0.024	8	0.0044	1.5	346.98	0.003	1	0.0003	0.1	236.38	28.892	6825	4.6365	1097
625	347.03	-18.04	-6260	-2.949	-1012	14.888	10.41	155	1.745	25.95	14.886	-1.736	-25.9	-0.1702	-2.72	347.06	0.025	9	0.0044	1.5	347.03	0.003	1	0.0003	0.1	236.5	28.878	6825	4.6766	1106.5
630	347.09	-17.92	-6220	-2.974	-1021	14.87	9.83	146.2	1.759	26.16	14.868	-1.023	-15.3	-0.1717	-2.74	347.13	0.024	8	0.0045	1.5	347.1	0.003	1	0.0003	0.1	236.24	28.889	6820	4.7166	1116
635	347.16	-18.17	-6310	-2.999	-1029	14.868	9.84	146.4	1.772	26.36	14.868	-1.14	-17	-0.1732	-2.76	347.19	0.024	8	0.0045	1.5	347.16	0.003	1	0.0003	0.1	236.51	28.884	6827	4.7567	1125.5
640	347.1	-17.46	-6060	-3.022	-1037	14.868	9.74	144.8	1.786	26.56	14.869	-1.129	-16.8	-0.1748	-2.79	347.14	0.024	8	0.0045	1.5	347.12	0.003	1	0.0003	0.1	236.49	28.178	6659	4.7931	1134.1
645	347.3	-18.29	-6350	-3.047	-1046	14.87	9.92	147.5	1.8	26.77	14.867	-1.028	-15.3	-0.1763	-2.81	347.33	0.024	8	0.0046	1.5	347.29	0.003	1	0.0003	0.1	236.55	29.127	6886	4.8335	1143.6
650	347.36	-18.2	-6320	-3.072	-1055	14.869	9.76	145.2	1.813	26.97	14.87	-1.196	-17.8	-0.1778	-2.83	347.38	0.024	8	0.0046	1.5	347.37	0.003	1	0.0003	0.1	236.43	29.111	6878	4.8739	1153.2
655	347.43	-18.18	-6320	-3.098	-1064	14.869	9.79	145.6	1.827	27.17	14.867	-1.005	-15	-0.1793	-2.85	347.47	0.024	8	0.0046	1.5	347.44	0.003	1	0.0003	0.1	236.64	29.118	6886	4.9143	1162.8
660	347.49	-18.23	-6330	-3.123	-1072	14.871	9.9	147.3	1.841	27.38	14.868	-1.027	-15.3	-0.1808	-2.88	347.53	0.024	8	0.0047	1.6	347.49	0.003	1	0.0003	0.1	236.57	29.088	6877	4.9547	1172.3
665	347.56	-18.12	-6300	-3.148	-1081	14.869	9.76	145.3	1.854	27.58	14.87	-1.169	-17.4	-0.1823	-2.9	347.59	0.023	8	0.0047	1.6	347.57	0.003	1	0.0003	0.1	236.86	29.105	6889	4.9951	1181.9
670	347.65	-18.32	-6370	-3.173	-1090	14.87	9.44	140.5	1.868	27.78	14.87	-0.758	-11.3	-0.1838	-2.92	347.68	0.024	8	0.0047	1.6	347.63	0.003	1	0.0003	0.1	236.51	29.24	6911	5.0355	1191.4
675	347.71	-18.19	-6320	-3.199	-1099	14.869	9.8	145.8	1.882	27.98	14.869	-1.128	-16.8	-0.1852	-2.94	347.73	0.023	8	0.0048	1.6	347.7	0.003	1	0.0003	0.1	236.73	29.19	6906	5.076	1201
680	347.77	-18.19	-6330	-3.224	-1108	14.869	9.73	144.7	1.895	28.19	14.868	-1.015	-15.1	-0.1867	-2.96	347.79	0.024	8	0.0048	1.6	347.76	0.003	1	0.0003	0.1	236.61	29.047	6868	5.1164	1210.6
685	347.84	-18.13	-6310	-3.249	-1116	14.869	9.78	145.4	1.909	28.39	14.867	-0.994	-14.8	-0.1882	-2.99	347.86	0.023	8	0.0048	1.6	347.83	0.003	1	0.0003	0.1	236.81	29.179	6906	5.1568	1220.1
690	347.9	-18.15	-6320	-3.275	-1125	14.87	9.81	145.9	1.922	28.59	14.87	-1.188	-17.7	-0.1897	-3.01	347.93	0.023	8	0.0049	1.6	347.9	0.003	1	0.0004	0.1	236.39	29.2	6898	5.1973	1229.7
695	347.96	-18.17	-6320	-3.3	-1134	14.868	9.73	144.7	1.936	28.8	14.868	-0.986	-14.7	-0.1912	-3.03	347.98	0.023	8	0.0049	1.6	347.95	0.003	1	0.0004	0.1	236.54	29.092	6877	5.2376	1239.3
700	348.02	-18.11	-6300	-3.325	-1143	14.872	9.93	147.8	1.95	29	14.869	-1.021	-15.2	-0.1927	-3.05	348.06	0.023	8	0.0049	1.6	348.03	0.003	1	0.0004	0.1	236.51	29.042	6864	5.278	1248.8
705	348.09	-18.14	-6310	-3.35	-1151	14.871	9.86	146.7	1.963	29.2	14.869	-1.065	-15.9	-0.1942	-3.08	348.12	0.023	8	0.005	1.7	348.1	0.003	1	0.0004	0.1	236.78	29.099	6886	5.3183	1258.4
710	348.14	-18	-6270	-3.375	-1160	14.869	9.76	145.1	1.977	29.4	14.868	-1.026	-15.3	-0.1957	-3.1	348.18	0.022	8	0.005	1.7	348.17	0.003	1	0.0004	0.1	236.6	29.069	6873	5.3587	1267.9
715	348.23	-18.29	-6370	-3.401	-1169	14.87	9.82	146.1	1.991	29.61	14.868	-0.993	-14.8	-0.1972	-3.12	348.25	0.023	8	0.005	1.7	348.23	0.003	1	0.0004	0.1	236.84	29.11	6890	5.3991	1277.5
720	348.28	-18.03	-6280	-3.426	-1178	14.873	9.19	136.8	2.004	29.81	14.877	-0.65	-9.7	-0.1986	-3.14	348.31	0.022	8	0.0051	1.7	348.29	0.003	1	0.0004	0.1	236.71	29.082	6880	5.4395	1287.1
725	348.36	-18.32	-6380	-3.451	-1187	14.869	9.74	144.9	2.018	30.01	14.87	-1.091	-16.3	-0.2001	-3.16	348.38	0.022	8	0.0051	1.7	348.35	0.003	1	0.0004	0.2	236.92	29.117	6894	5.4798	1296.6
730	348.4	-18.04	-6280	-3.476	-1195	14.871	9.9	147.3	2.031	30.21	14.868	-1.01	-15.1	-0.2016	-3.19	348.43	0.022	8	0.0051	1.7	348.42	0.003	1	0.0004	0.2	236.62	29.116	6885	5.5202	1306.2
735	348.48	-18.21	-6350	-3.501	-1204	14.859	9.16	136.2	2.045	30.42	14.865	-0.829	-12.4	-0.2031	-3.21	348.52	0.022	8	0.0051	1.7	348.49	0.002	1	0.0004	0.2	236.79	29.131	6894	5.5606	1315.7
740	348.53	-18.05	-6290	-3.527	-1213	14.869	9.75	145	2.059	30.62	14.868	-1.006	-15	-0.2045	-3.23	348.56	0.021	7	0.0052	1.7	348.53	0.003	1	0.0004	0.2	236.48	29.072	6871	5.6011	1325.3
745	348.62	-18.27	-6370	-3.552	-1222	14.871	9.84	146.3	2.072	30.82	14.868	-1.023	-15.3	-0.206	-3.25	348.65	0.021	7	0.0052	1.7	348.62	0.003	1	0.0004	0.2	236.68	29.152	6896	5.6414	1334.9
750	348.67	-17.99	-6270	-3.577	-1231	14.87	9.83	146.2	2.086	31.02	14.871	-1.212	-18.1	-0.2075	-3.27	348.7	0.022	8	0.0052	1.8	348.68	0.003	1	0.0004	0.2	236.49	29.108	6880	5.6818	1344.4
755	348.73	-18.06	-6300	-3.602	-1239	14.869	9.75	145	2.099	31.23	14.867	-1	-14.9	-0.209	-3.3	348.77	0.022	8	0.0053	1.8	348.72	0.003	1	0.0004	0.2	236.66	28.909	6837	5.7221	1353.9
760	348.78	-17.9	-6240	-3.627	-1248	14.871	9.92	147.6	2.113	31.43	14.868	-1.04	-15.5	-0.2104	-3.32	348.83	0.021	7	0.0053	1.8	348.79	0.003	1	0.0004	0.2	236.54	28.934	6840	5.7623	1363.5
765	348.87	-18.2	-6350	-3.652	-1257	14.869	9.72	144.6	2.127	31.63	14.871	-1.19	-17.7	-0.2119	-3.34	348.91	0.022	8	0.0053	1.8	348.86	0.003	1	0.0004	0.2	236.71	29.096	6883	5.8024	1373
770	348.93	-18.1	-6320	-3.677	-1266	14.868	9.68	144	2.14	31.83	14.867	-0.957	-14.3	-0.2134	-3.36	348.96	0.021	7	0.0054	1.8	348.94	0.003	1	0.0004	0.2	236.6	28.965	6849	5.8427	1382.5
775	349	-18.12	-6320	-3.703	-1274	14.871	9.88	147	2.154	32.04	14.869	-1.08	-16.1	-0.2148	-3.38	349.02	0.022	8	0.0054	1.8	348.99	0.003	1	0.0004	0.2	236.82	28.963	6855	5.8829	1392
780	349.07	-18.18	-6350	-3.728	-1283	14.87	9.72	144.6	2.167	32.24	14.864	-0.723	-10.8	-0.2163	-3.41	349.09	0.022	8	0.0054	1.8	349.06	0.003	1	0.0004	0.2	236.66	29.122	6888	5.9229	1401.5
785	349.12	-18.01	-6290	-3.753	-1292	14.872	9.95	148	2.181	32.44	14.868	-0.983	-14.7	-0.2178	-3.43	349.16	0.021	7	0.0054	1.8	349.14	0.003	1	0.0004	0.2	236.78	29.096	6885	5.9634	1411.1
790	349.18	-18.04	-6300	-3.778	-1301	14.87	9.8	145.8	2.195	32.64	14.869	-1.034	-15.4	-0.2192	-3.45	349.22	0.022	8	0.0055	1.8	349.18	0.003	1	0.0004	0.2	236.47	28.959	6844	6.0037	1420.6
795	349.25	-17.97	-6280	-3.803	-1309	14.869	9.78	145.5	2.208	32.84	14.868	-1.038	-15.5	-0.2207	-3.47	349.29	0.021	7	0.0055	1.8	349.26	0.003	1	0.0004	0.2	236.6	28.986	6854	6.044	1430.1
800	349.32	-17.99	-6290	-3.828	-1318	14.87	9.83	146.2	2.222	33.05	14.867	-0.944	-14.1	-0.2221	-3.49	349.34	0.021	7	0.0055	1.9	349.33	0.003	1	0.0004	0.2	236.41	29.027	6858	6.0843	1439.7
805	349.4	-18.16	-6350	-3.853	-1327	14.869	9.77	145.4	2.235	33.25	14.87	-1.13	-16.9	-0.2236	-3.51	349.42	0.022	8	0.0056	1.9	349.4	0.003	1	0.0004	0.2	236.66	29.024	6865	6.1246	1449.2
810	349.44	-17.9	-6250	-3.878	-1336	14.868	9.82	146.1	2.249	33.45	14.867	-1.007	-15	-0.2251	-3.54	349.46	0.021	7	0.0056	1.9	349.47	0.003	1	0.0004	0.2	236.44	28.907	6830	6.1649	1458.7
815	349.53	-18.18	-6350	-3.903	-1344	14.869	9.95	148	2.263	33.66	14.868	-1.099	-16.3	-0.2265	-3.56	349.55	0.021	7	0.0056	1.9	349.52	0.003	1	0.0004	0.2	236.66	29.014	6862	6.2051	1468.3
820	349.59	-18.01	-6300	-3.928	-1353	14.869	8.35	124.2	2.276	33.85	14.868	-1.044	-15.5	-0.228	-3.58	349.62	0.021	7	0.0057	1.9	349.61	0.002	1	0.0005	0.2	236.53	29.079	6874	6.2455	1477.8
825	349.66	-18.15	-6350	-3.953	-1362	14.87	8.34	124	2.287	34.02	14.869	-1.035	-15.4	-0.2294	-3.6	349.68	0.022	8	0.0057	1.9	349.66	0.002	1	0.0005	0.2	236.72	29.004	6862	6.2857	1487.3
830	349.73	-18.11	-6330	-3.979	-1371	14.87	8.25	122.7	2.299	34.19	14.869	-1.036	-15.4	-0.2309	-3.62	349.76	0.022	8	0.0057	1.9	349.74	0.002	1	0.0005	0.2	236.56	29.021	6861	6.326	1496.9
835	349.78	-17.94	-6280	-4.004	-1380	14.87	8.29	123.2	2.31	34.36	14.869	-1.033	-15.4	-0.2323	-3.64	349.82	0.022	8	0.0057	1.9	349.79	0.002	1	0.0005	0.2	236.78	28.954	6852	6.3663	1506.4
840	349.86	-18.04	-6310	-4.029	-1388	14.869	8.24	122.5	2.322	34.53	14.869	-1.013	-15.1	-0.2337	-3.66	349.9	0.021	7	0.0058	1.9	349.87	0.002	1	0.0005	0.2	236.6	29.055	6870	6.4066	1516
845	349.92	-18.12	-6340	-4.054	-1397	14.871	8.27	122.9	2.333	34.7	14.87	-1.048	-15.6	-0.2352	-3.69	349.95	0.022	8	0.0058	2	349.93	0.002	1	0.0005	0.2	236.77	29.024	6868	6.4469	1525.5
850	350	-18.12	-6340	-4.079	-1406	14.871	8.34	124.1	2.345	34.87	14.869	-1.032	-15.3	-0.2366	-3.71	350.03	0.021	7	0.0058	2	350.02	0.002	1	0.0005	0.2	236.47	29.158	6891	6.4873	1535.1
855	350.06	-18.12	-6340	-4.104	-1415	14.87	8.25	122.7	2.356	35.04	14.869	-1.044	-15.5	-0.238	-3.73	350.1	0.022	8	0.0059	2	350.07	0.002	1	0.0005	0.2	236.65	29.06	6873	6.5276	1544.6
860	350.11	-17.97	-6290	-4.129	-1424	14.871	8.34	124	2.368	35.22	14.87	-1.038	-15.4	-0.2395	-3.75	350.15	0.021	7	0.0059	2	350.14	0.002	1	0.0005	0.2	236.47	29.041	6863	6.568	1554.1
865	350.2	-18.15	-6360	-4.155	-1432	14.871	8.27	122.9	2.379	35.39	14.87	-1.044	-15.5	-0.2409	-3.77	350.24	0.022	8	0.0059	2	350.21	0.002	1	0.0005	0.2	236.7	29.032	6868	6.6082	1563.7
870	350.25	-18.04	-6320	-4.18	-1441	14.871	8.33	123.8	2.391	35.56	14.87	-1.069	-15.9	-0.2423	-3.79	350.3	0.022	8	0.006	2	350.26	0.002	1	0.0005	0.2	236.35	29.08	6869	6.6486	1573.2
875	350.33	-18.12	-6350	-4.205	-1450	14.87	8.26	122.8	2.402	35.73	14.869	-1.01	-15	-0.2438	-3.81	350.36	0.021	7	0.006	2	350.34	0.002	1	0.0005	0.2	236.55	29.04	6865	6.6889	1582.8
880	350.41	-18.25	-6390	-4.23	-1459	14.871	8.29	123.3	2.414	35.9	14.87	-1.027	-15.3	-0.2452	-3.84	350.44	0.022	8	0.006	2	350.41	0.002	1	0.0005	0.2	236.48	29.162	6892	6.7293	1592.3
885	350.46	-17.95	-6290	-4.255	-1468	14.869	8.26	122.8	2.425	36.07	14.869	-1.046	-15.6	-0.2466	-3.86	350.49	0.021	7	0.006	2	350.47	0.002	1	0.0005	0.2	236.74	29.074	6879	6.7697	1601.9
890	350.54	-18.2	-6380	-4.28	-1476	14.871	8.34	124	2.437	36.24	14.87	-1.043	-15.5	-0.248	-3.88	350.57	0.022	8	0.0061	2	350.54	0.002	1	0.0005	0.2	236.59	29.059	6871	6.8101	1611.4
895	350.6	-17.99	-6310	-4.305	-1485	14.87	8.22	122.3	2.448	36.41	14.869	-0.998	-14.8	-0.2495	-3.9	350.63	0.022	8	0.0061	2.1	350.62	0.002	1	0.0005	0.2	236.76	29.116	6889	6.8504	1621
900	350.66	-17.97	-6300	-4.33	-1494	14.871	8.25	122.7	2.46	36.58	14.87	-1.038	-15.4	-0.2509	-3.92	350.7	0.021	7	0.0061	2.1	350.67	0.002	1	0.0005	0.2	236.7	28.997	6859	6.8907	1630.5
905	350.73	-18.17	-6370	-4.355	-1503	14.871	8.26	122.8	2.471	36.75	14.869	-1.007	-15	-0.2523	-3.94	350.76	0.022	8	0.0062	2.1	350.74	0.002	1	0.0005	0.2	236.96	29.043	6878	6.931	1640.1
910	350.8	-18.01	-6320	-4.381	-1512	14.87	8.24	122.5	2.483	36.92	14.87	-1.049	-15.6	-0.2537	-3.96	350.84	0.021	7	0.0062	2.1	350.82	0.002	1	0.0005	0.2	236.6	29.095	6880	6.9713	1649.6
915	350.87	-18.14	-6370	-4.406	-1520	14.87	8.3	123.4	2.494	37.1	14.869	-1	-14.9	-0.2552	-3.98	350.9	0.022	8	0.0062	2.1	350.86	0.002	1	0.0005	0.2	236.84	29.013	6867	7.0116	1659.1
920	350.93	-18.03	-6330	-4.431	-1529	14.872	8.27	123	2.506	37.27	14.871	-1.046	-15.6	-0.2566	-4.01	350.96	0.021	7	0.0063	2.1	350.96	0.002	1	0.0005	0.2	236.7	29.063	6875	7.0519	1668.7
925	351.01	-18.09	-6350	-4.456	-1538	14.87	8.26	122.8	2.517	37.44	14.869	-1.017	-15.1	-0.258	-4.03	351.04	0.021	7	0.0063	2.1	351.03	0.002	1	0.0005	0.2	236.95	29.073	6885	7.0922	1678.2
930	351.08	-18.13	-6360	-4.481	-1547	14.87	8.23	122.4	2.528	37.61	14.869	-1.002	-14.9	-0.2594	-4.05	351.1	0.021	8	0.0063	2.1	351.08	0.002	1	0.0005	0.2	236.64	29.1	6882	7.1325	1687.8
935	351.14	-18.01	-6330	-4.506	-1556	14.871	8.3	123.5	2.54	37.78	14.871	-1.059	-15.8	-0.2609	-4.07	351.17	0.021	7	0.0063	2.1	351.16	0.002	1	0.0005	0.2	236.83	29.058	6878	7.1728	1697.3
940	351.21	-18.2	-6390	-4.531	-1564	14.871	8.24	122.5	2.551	37.95	14.87	-1.02	-15.2	-0.2623	-4.09	351.26	0.021	7	0.0064	2.1	351.21	0.002	1	0.0005	0.2	236.66	29.062	6873	7.2131	1706.9
945	351.27	-18.1	-6360	-4.556	-1573	14.87	8.29	123.3	2.563	38.12	14.869	-1.027	-15.3	-0.2637	-4.11	351.31	0.022	8	0.0064	2.2	351.29	0.002	1	0.0005	0.2	236.84	29.041	6874	7.2535	1716.4
950	351.33	-17.95	-6310	-4.581	-1582	14.87	8.25	122.6	2.574	38.29	14.869	-1.007	-15	-0.2651	-4.13	351.38	0.021	7	0.0064	2.2	351.36	0.002	1	0.0005	0.2	236.69	29.104	6884	7.2938	1726
955	351.41	-18.13	-6370	-4.606	-1591	14.87	8.28	123.2	2.586	38.46	14.868	-0.983	-14.6	-0.2665	-4.15	351.45	0.021	7	0.0065	2.2	351.42	0.002	1	0.0005	0.2	236.78	28.997	6862	7.3341	1735.5
960	351.48	-18.02	-6330	-4.631	-1600	14.871	8.22	122.2	2.597	38.63	14.87	-1.041	-15.5	-0.2679	-4.17	351.52	0.022	8	0.0065	2.2	351.48	0.002	1	0.0005	0.2	236.68	29.045	6870	7.3745	1745.1
965	351.54	-17.96	-6320	-4.656	-1609	14.87	8.26	122.8	2.609	38.8	14.868	-0.979	-14.6	-0.2693	-4.19	351.57	0.021	7	0.0065	2.2	351.57	0.002	1	0.0005	0.2	236.85	29.078	6883	7.4148	1754.6
970	351.61	-18	-6330	-4.681	-1617	14.87	8.23	122.4	2.62	38.97	14.87	-1.027	-15.3	-0.2707	-4.22	351.65	0.021	7	0.0065	2.2	351.63	0.002	1	0.0005	0.2	236.8	29.022	6868	7.4551	1764.2
975	351.69	-18.19	-6400	-4.706	-1626	14.872	8.22	122.3	2.632	39.14	14.87	-1.009	-15	-0.2722	-4.24	351.73	0.021	8	0.0066	2.2	351.69	0.002	1	0.0005	0.2	236.76	29.127	6892	7.4954	1773.7
980	351.73	-17.87	-6280	-4.731	-1635	14.87	8.27	123	2.643	39.31	14.868	-1.01	-15	-0.2736	-4.26	351.77	0.022	8	0.0066	2.2	351.75	0.002	1	0.0005	0.2	236.57	29.049	6868	7.5358	1783.3
985	351.8	-17.86	-6280	-4.757	-1644	14.87	8.22	122.3	2.655	39.48	14.869	-1.012	-15.1	-0.275	-4.28	351.84	0.021	7	0.0066	2.2	351.82	0.002	1	0.0005	0.2	236.83	29.031	6871	7.5761	1792.8
990	351.9	-18.16	-6390	-4.782	-1653	14.872	8.31	123.6	2.666	39.65	14.87	-1.047	-15.6	-0.2764	-4.3	351.93	0.022	8	0.0067	2.3	351.9	0.002	1	0.0006	0.2	236.52	29.154	6891	7.6164	1802.4
995	351.94	-17.97	-6320	-4.807	-1661	14.87	8.24	122.6	2.678	39.82	14.869	-1.042	-15.5	-0.2778	-4.32	351.97	0.021	7	0.0067	2.3	351.95	0.002	1	0.0006	0.2	236.74	29.12	6890	7.6567	1811.9
1000	352	-17.96	-6320	-4.832	-1670	14.871	8.3	123.4	2.689	40	14.87	-1.029	-15.3	-0.2792	-4.34	352.04	0.021	7	0.0067	2.3	352.03	0.002	1	0.0006	0.2	236.72	29.03	6868	7.697	1821.5
1005	352.09	-18.04	-6350	-4.857	-1679	14.871	8.21	122.1	2.701	40.17	14.87	-1.002	-14.9	-0.2806	-4.36	352.12	0.022	8	0.0068	2.3	352.07	0.002	1	0.0006	0.2	236.95	29.007	6869	7.7373	1831
1010	352.13	-17.92	-6310	-4.882	-1688	14.87	8.27	123	2.712	40.34	14.869	-1.005	-14.9	-0.282	-4.38	352.17	0.021	7	0.0068	2.3	352.13	0.002	1	0.0006	0.2	236.74	29.025	6867	7.7776	1840.5
1015	352.21	-17.95	-6320	-4.907	-1697	14.872	8.27	123	2.723	40.51	14.87	-1.031	-15.3	-0.2834	-4.4	352.25	0.021	7	0.0068	2.3	352.22	0.002	1	0.0006	0.2	236.84	28.991	6862	7.8178	1850.1
1020	352.27	-18.01	-6340	-4.932	-1705	14.871	8.27	123	2.735	40.68	14.87	-1.004	-14.9	-0.2848	-4.42	352.32	0.022	8	0.0068	2.3	352.27	0.002	1	0.0006	0.2	236.72	28.968	6853	7.8581	1859.6
1025	352.33	-17.9	-6310	-4.957	-1714	14.871	8.25	122.6	2.746	40.85	14.87	-1.036	-15.4	-0.2862	-4.45	352.37	0.021	7	0.0069	2.3	352.35	0.002	1	0.0006	0.2	236.97	28.944	6855	7.8984	1869.1
1030	352.4	-17.93	-6320	-4.982	-1723	14.871	8.27	123	2.758	41.02	14.87	-1.013	-15.1	-0.2876	-4.47	352.45	0.021	7	0.0069	2.3	352.43	0.002	1	0.0006	0.2	236.71	29.025	6866	7.9389	1878.7
1035	352.48	-18.13	-6390	-5.007	-1732	14.87	8.24	122.5	2.769	41.19	14.869	-1.026	-15.3	-0.289	-4.49	352.52	0.022	8	0.0069	2.3	352.49	0.002	1	0.0006	0.2	236.81	29.067	6879	7.9792	1888.3
1040	352.53	-17.79	-6270	-5.031	-1741	14.871	8.24	122.5	2.781	41.36	14.87	-1.037	-15.4	-0.2904	-4.51	352.57	0.021	7	0.007	2.4	352.55	0.002	1	0.0006	0.2	236.52	29.012	6858	8.0195	1897.8
1045	352.6	-18.05	-6370	-5.056	-1749	14.87	8.26	122.9	2.792	41.53	14.869	-0.989	-14.7	-0.2918	-4.53	352.64	0.02	7	0.007	2.4	352.62	0.002	1	0.0006	0.2	236.81	28.973	6857	8.0598	1907.4
