Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
7565	385.66	-16.53	-6370	-35.888	-13210	14.047	6.8	95.5	20.744	291.35	14.044	-0.338	-4.8	-1.121	-15.8	385.57	0.022	9	0.669	242	385.66	0.007	3	0.0174	6.4	238.22	29.123	6932	60.8782	14543.6
7570	385.7	-16.87	-6510	-35.911	-13219	14.046	6.8	95.6	20.753	291.49	14.044	-0.313	-4.4	-1.1214	-15.81	385.56	0.022	9	0.6691	242	385.67	0.007	3	0.0175	6.4	238.27	29.097	6927	60.9186	14553.2
7575	385.71	-16.64	-6420	-35.934	-13228	14.046	6.86	96.4	20.763	291.62	14.043	-0.335	-4.7	-1.1219	-15.82	385.61	0.022	9	0.6691	242.1	385.71	0.007	3	0.0175	6.4	238.19	29.317	6977	60.9592	14562.9
7580	385.75	-17	-6560	-35.958	-13237	14.046	6.8	95.5	20.772	291.75	14.043	-0.266	-3.7	-1.1223	-15.82	385.63	0.023	9	0.6691	242.1	385.73	0.007	3	0.0175	6.4	238.16	29.34	6982	60.9999	14572.6
7585	385.76	-16.88	-6510	-35.981	-13246	14.047	6.86	96.4	20.782	291.89	14.044	-0.359	-5	-1.1228	-15.83	385.64	0.022	8	0.6692	242.1	385.76	0.007	3	0.0175	6.4	238.2	29.33	6981	61.0406	14582.3
7590	385.77	-16.73	-6450	-36.004	-13255	14.046	6.8	95.5	20.791	292.02	14.044	-0.336	-4.7	-1.1232	-15.84	385.66	0.023	9	0.6692	242.1	385.76	0.007	3	0.0175	6.4	238.23	29.34	6984	61.0814	14592
7595	385.8	-16.93	-6530	-36.028	-13264	14.045	6.8	95.5	20.801	292.15	14.042	-0.263	-3.7	-1.1237	-15.84	385.67	0.022	8	0.6692	242.1	385.78	0.007	3	0.0175	6.4	238.19	29.332	6981	61.1221	14601.7
7600	385.81	-16.64	-6420	-36.051	-13273	14.045	6.84	96	20.81	292.29	14.043	-0.359	-5.1	-1.1241	-15.85	385.7	0.022	8	0.6693	242.1	385.8	0.007	3	0.0175	6.4	238.38	29.315	6982	61.1628	14611.4
7605	385.84	-16.98	-6550	-36.074	-13282	14.046	6.81	95.6	20.82	292.42	14.042	-0.272	-3.8	-1.1245	-15.85	385.72	0.023	9	0.6693	242.1	385.81	0.007	3	0.0175	6.4	238.31	29.335	6985	61.2035	14621.1
7610	385.86	-16.98	-6550	-36.098	-13291	14.047	6.88	96.6	20.829	292.55	14.044	-0.373	-5.3	-1.125	-15.86	385.72	0.023	9	0.6693	242.1	385.84	0.007	3	0.0175	6.4	238.38	29.309	6981	61.2443	14630.8
7615	385.87	-16.77	-6470	-36.121	-13300	14.046	6.78	95.2	20.839	292.68	14.043	-0.318	-4.5	-1.1254	-15.87	385.75	0.022	8	0.6694	242.1	385.86	0.007	3	0.0175	6.4	238.27	29.297	6975	61.285	14640.4
7620	385.88	-16.66	-6430	-36.144	-13309	14.047	6.84	96.1	20.848	292.82	14.044	-0.383	-5.4	-1.1259	-15.87	385.77	0.022	8	0.6694	242.2	385.87	0.007	3	0.0176	6.4	238.18	29.282	6969	61.3257	14650.1
7625	385.9	-16.93	-6530	-36.168	-13318	14.045	6.78	95.3	20.858	292.95	14.042	-0.28	-3.9	-1.1263	-15.88	385.78	0.023	9	0.6694	242.2	385.87	0.007	3	0.0176	6.4	238.24	29.231	6958	61.3663	14659.8
7630	385.93	-16.94	-6540	-36.191	-13327	14.046	6.93	97.4	20.867	293.09	14.043	-0.368	-5.2	-1.1268	-15.89	385.79	0.022	9	0.6694	242.2	385.9	0.007	3	0.0176	6.4	238.23	29.258	6964	61.4069	14669.5
7635	385.93	-16.75	-6470	-36.214	-13336	14.044	6.85	96.2	20.877	293.22	14.042	-0.331	-4.7	-1.1272	-15.89	385.82	0.022	8	0.6695	242.2	385.92	0.007	3	0.0176	6.4	238.1	29.33	6978	61.4476	14679.1
7640	385.95	-16.63	-6420	-36.238	-13345	14.045	6.91	97	20.886	293.35	14.042	-0.356	-5	-1.1277	-15.9	385.84	0.022	8	0.6695	242.2	385.94	0.007	3	0.0176	6.4	238.36	29.294	6977	61.4882	14688.8
7645	385.98	-16.92	-6530	-36.261	-13354	14.045	6.89	96.8	20.896	293.49	14.043	-0.335	-4.7	-1.1281	-15.9	385.85	0.023	9	0.6695	242.2	385.94	0.007	3	0.0176	6.4	238.29	29.261	6967	61.5289	14698.5
7650	386	-16.94	-6540	-36.284	-13363	14.046	6.87	96.6	20.906	293.62	14.042	-0.302	-4.3	-1.1285	-15.91	385.87	0.022	9	0.6696	242.2	385.98	0.007	3	0.0176	6.5	238.35	29.322	6983	61.5695	14708.2
7655	386.01	-16.82	-6490	-36.308	-13372	14.046	6.93	97.4	20.915	293.76	14.043	-0.378	-5.3	-1.129	-15.92	385.89	0.021	8	0.6696	242.2	386	0.007	3	0.0176	6.5	238.33	29.263	6968	61.6101	14717.9
7660	386.02	-16.58	-6400	-36.331	-13381	14.045	6.78	95.3	20.925	293.89	14.042	-0.28	-3.9	-1.1294	-15.92	385.92	0.022	9	0.6696	242.3	386.02	0.007	3	0.0176	6.5	238.24	29.289	6972	61.6508	14727.5
7665	386.05	-16.86	-6510	-36.354	-13390	14.045	6.94	97.5	20.934	294.02	14.043	-0.388	-5.5	-1.1299	-15.93	385.94	0.022	9	0.6697	242.3	386.02	0.007	3	0.0176	6.5	238.22	29.275	6968	61.6917	14737.3
7670	386.07	-16.89	-6520	-36.377	-13399	14.045	6.78	95.3	20.944	294.16	14.042	-0.27	-3.8	-1.1303	-15.94	385.94	0.023	9	0.6697	242.3	386.05	0.007	3	0.0177	6.5	238.2	29.278	6968	61.7324	14746.9
7675	386.08	-16.7	-6450	-36.401	-13408	14.046	6.96	97.7	20.953	294.29	14.043	-0.38	-5.4	-1.1308	-15.94	385.96	0.022	8	0.6697	242.3	386.07	0.007	3	0.0177	6.5	238.26	29.127	6934	61.773	14756.6
7680	386.09	-16.54	-6390	-36.424	-13417	14.046	6.83	96	20.963	294.43	14.043	-0.332	-4.7	-1.1312	-15.95	385.99	0.023	9	0.6698	242.3	386.07	0.007	3	0.0177	6.5	238.24	29.142	6937	61.8135	14766.2
7685	386.12	-16.86	-6510	-36.447	-13425	14.047	6.9	97	20.972	294.56	14.044	-0.361	-5.1	-1.1317	-15.95	386	0.023	9	0.6698	242.3	386.09	0.007	3	0.0177	6.5	238.28	29.128	6935	61.8539	14775.9
7690	386.13	-16.84	-6500	-36.47	-13434	14.045	6.79	95.4	20.982	294.7	14.042	-0.285	-4	-1.1321	-15.96	386	0.022	8	0.6698	242.3	386.12	0.007	3	0.0177	6.5	238.18	29.157	6938	61.8944	14785.5
7695	386.13	-16.5	-6370	-36.493	-13443	14.047	6.86	96.4	20.991	294.83	14.043	-0.291	-4.1	-1.1326	-15.97	386.04	0.022	9	0.6699	242.3	386.14	0.007	3	0.0177	6.5	238.06	29.135	6930	61.9349	14795.1
7700	386.17	-16.79	-6480	-36.516	-13452	14.046	6.94	97.4	21.001	294.96	14.043	-0.378	-5.3	-1.133	-15.97	386.03	0.023	9	0.6699	242.4	386.13	0.007	3	0.0177	6.5	238.22	29.135	6935	61.9754	14804.8
7705	386.18	-16.7	-6450	-36.54	-13461	14.045	6.89	96.8	21.011	295.1	14.042	-0.309	-4.4	-1.1334	-15.98	386.06	0.022	9	0.6699	242.4	386.17	0.007	3	0.0177	6.5	238.19	29.145	6936	62.0158	14814.4
7710	386.19	-16.54	-6390	-36.563	-13470	14.046	6.91	97.1	21.02	295.23	14.043	-0.351	-4.9	-1.1339	-15.99	386.09	0.022	8	0.6699	242.4	386.18	0.007	3	0.0177	6.5	238.19	29.13	6932	62.0563	14824
7715	386.22	-16.62	-6420	-36.586	-13479	14.044	6.8	95.5	21.03	295.37	14.042	-0.268	-3.8	-1.1343	-15.99	386.1	0.023	9	0.67	242.4	386.18	0.007	3	0.0177	6.5	238.22	29.129	6933	62.0968	14833.7
7720	386.25	-16.82	-6500	-36.609	-13488	14.046	6.93	97.3	21.039	295.5	14.042	-0.316	-4.5	-1.1348	-16	386.11	0.022	8	0.67	242.4	386.21	0.007	3	0.0177	6.5	238.21	29.141	6936	62.1372	14843.3
7725	386.24	-16.5	-6370	-36.632	-13497	14.045	6.78	95.2	21.049	295.64	14.043	-0.299	-4.2	-1.1352	-16	386.14	0.022	8	0.67	242.4	386.24	0.007	3	0.0178	6.5	238.15	29.174	6942	62.1777	14852.9
7730	386.27	-16.79	-6490	-36.655	-13506	14.044	6.84	96	21.058	295.77	14.041	-0.223	-3.1	-1.1357	-16.01	386.16	0.023	9	0.6701	242.4	386.25	0.007	3	0.0178	6.5	238.27	29.139	6937	62.2182	14862.6
7735	386.3	-16.85	-6510	-36.679	-13515	14.046	6.85	96.2	21.068	295.9	14.043	-0.338	-4.8	-1.1361	-16.02	386.16	0.022	9	0.6701	242.4	386.29	0.007	3	0.0178	6.5	238.4	29.126	6938	62.2587	14872.2
7740	386.3	-16.62	-6420	-36.702	-13524	14.046	6.8	95.5	21.077	296.04	14.043	-0.301	-4.2	-1.1366	-16.02	386.19	0.022	8	0.6701	242.4	386.3	0.007	3	0.0178	6.5	238.26	29.14	6937	62.2991	14881.8
7745	386.32	-16.59	-6410	-36.725	-13533	14.045	6.93	97.3	21.087	296.17	14.043	-0.367	-5.2	-1.137	-16.03	386.22	0.022	8	0.6702	242.5	386.31	0.007	3	0.0178	6.5	238.3	29.14	6938	62.3396	14891.5
7750	386.35	-16.84	-6510	-36.748	-13542	14.045	6.79	95.4	21.097	296.31	14.042	-0.3	-4.2	-1.1374	-16.04	386.23	0.023	9	0.6702	242.5	386.32	0.007	3	0.0178	6.5	238.26	29.142	6937	62.3801	14901.1
7755	386.37	-16.75	-6470	-36.771	-13551	14.045	7.04	98.9	21.106	296.44	14.042	-0.27	-3.8	-1.1379	-16.04	386.24	0.022	8	0.6702	242.5	386.35	0.007	3	0.0178	6.5	238.2	29.149	6937	62.4205	14910.7
7760	386.37	-16.52	-6380	-36.794	-13560	14.046	6.82	95.8	21.116	296.57	14.043	-0.331	-4.7	-1.1383	-16.05	386.28	0.023	9	0.6703	242.5	386.36	0.007	3	0.0178	6.5	238.33	29.109	6932	62.461	14920.4
7765	386.4	-16.85	-6510	-36.818	-13569	14.045	6.81	95.6	21.125	296.71	14.042	-0.231	-3.3	-1.1388	-16.05	386.27	0.022	9	0.6703	242.5	386.37	0.007	3	0.0178	6.5	238.1	29.157	6936	62.5015	14930
7770	386.4	-16.49	-6370	-36.841	-13578	14.047	6.89	96.8	21.135	296.84	14.044	-0.408	-5.7	-1.1392	-16.06	386.3	0.022	8	0.6703	242.5	386.41	0.007	3	0.0178	6.5	238.25	29.109	6929	62.542	14939.6
7775	386.42	-16.54	-6390	-36.864	-13587	14.044	6.82	95.8	21.144	296.98	14.041	-0.246	-3.5	-1.1397	-16.07	386.33	0.023	9	0.6703	242.5	386.41	0.007	3	0.0179	6.5	238.32	29.144	6940	62.5825	14949.3
7780	386.46	-16.83	-6500	-36.887	-13595	14.046	6.84	96.1	21.154	297.11	14.043	-0.286	-4	-1.1401	-16.07	386.33	0.022	8	0.6704	242.5	386.42	0.007	3	0.0179	6.6	238.27	29.184	6948	62.623	14958.9
7785	386.46	-16.5	-6380	-36.91	-13604	14.045	6.87	96.5	21.163	297.24	14.043	-0.343	-4.8	-1.1405	-16.08	386.37	0.023	9	0.6704	242.6	386.46	0.007	3	0.0179	6.6	238.21	29.154	6939	62.6634	14968.5
7790	386.49	-16.83	-6510	-36.933	-13613	14.046	6.88	96.6	21.173	297.38	14.043	-0.311	-4.4	-1.141	-16.09	386.37	0.023	9	0.6704	242.6	386.46	0.007	3	0.0179	6.6	238.25	29.156	6940	62.7039	14978.2
7795	386.5	-16.59	-6410	-36.957	-13622	14.045	6.84	96.1	21.183	297.51	14.043	-0.335	-4.7	-1.1414	-16.09	386.39	0.021	8	0.6705	242.6	386.49	0.007	3	0.0179	6.6	238.24	29.149	6938	62.7444	14987.8
7800	386.53	-16.83	-6500	-36.98	-13631	14.045	6.85	96.3	21.192	297.65	14.042	-0.275	-3.9	-1.1419	-16.1	386.4	0.023	9	0.6705	242.6	386.5	0.007	3	0.0179	6.6	238.16	29.167	6940	62.7849	14997.5
7805	386.54	-16.5	-6380	-37.003	-13640	14.045	6.91	97	21.202	297.78	14.042	-0.361	-5.1	-1.1423	-16.1	386.44	0.022	9	0.6705	242.6	386.53	0.007	3	0.0179	6.6	238.07	29.173	6939	62.8254	15007.1
7810	386.57	-16.81	-6500	-37.026	-13649	14.045	6.91	97	21.211	297.92	14.042	-0.299	-4.2	-1.1428	-16.11	386.44	0.023	9	0.6706	242.6	386.53	0.007	3	0.0179	6.6	238.08	29.214	6949	62.8659	15016.7
7815	386.58	-16.63	-6430	-37.049	-13658	14.045	6.9	96.9	21.221	298.05	14.043	-0.397	-5.6	-1.1432	-16.12	386.47	0.022	8	0.6706	242.6	386.56	0.007	3	0.0179	6.6	238.1	29.167	6939	62.9064	15026.4
7820	386.6	-16.83	-6510	-37.072	-13667	14.044	6.85	96.3	21.23	298.18	14.041	-0.289	-4.1	-1.1436	-16.12	386.47	0.022	8	0.6706	242.6	386.59	0.007	3	0.0179	6.6	238.1	29.168	6939	62.947	15036
7825	386.61	-16.65	-6440	-37.095	-13676	14.046	7.06	99.2	21.24	298.32	14.043	-0.363	-5.1	-1.1441	-16.13	386.5	0.023	9	0.6707	242.6	386.6	0.007	3	0.018	6.6	238.04	29.182	6940	62.9875	15045.7
7830	386.63	-16.52	-6390	-37.118	-13685	14.046	6.87	96.6	21.249	298.45	14.042	-0.303	-4.3	-1.1445	-16.14	386.51	0.022	8	0.6707	242.7	386.62	0.007	3	0.018	6.6	238.2	29.165	6941	63.028	15055.3
7835	386.66	-16.82	-6500	-37.142	-13694	14.045	6.89	96.8	21.259	298.59	14.042	-0.33	-4.7	-1.145	-16.14	386.54	0.023	9	0.6707	242.7	386.62	0.007	3	0.018	6.6	238	29.191	6942	63.0686	15064.9
7840	386.66	-16.49	-6380	-37.165	-13703	14.045	6.85	96.2	21.268	298.72	14.042	-0.325	-4.6	-1.1454	-16.15	386.56	0.022	8	0.6707	242.7	386.64	0.007	3	0.018	6.6	238.18	29.16	6939	63.1091	15074.6
7845	386.69	-16.77	-6490	-37.188	-13712	14.046	6.85	96.3	21.278	298.85	14.043	-0.29	-4.1	-1.1459	-16.15	386.56	0.022	8	0.6708	242.7	386.66	0.007	3	0.018	6.6	238.27	29.156	6941	63.1496	15084.2
7850	386.71	-16.71	-6460	-37.211	-13721	14.045	6.81	95.7	21.288	298.99	14.043	-0.278	-3.9	-1.1463	-16.16	386.6	0.022	9	0.6708	242.7	386.68	0.007	3	0.018	6.6	238.09	29.181	6942	63.1901	15093.9
7855	386.72	-16.53	-6390	-37.234	-13730	14.046	6.9	96.9	21.297	299.12	14.043	-0.336	-4.7	-1.1467	-16.17	386.6	0.022	8	0.6708	242.7	386.71	0.007	3	0.018	6.6	238.22	29.168	6943	63.2306	15103.5
7860	386.74	-16.58	-6410	-37.258	-13739	14.044	6.8	95.5	21.307	299.26	14.041	-0.285	-4	-1.1472	-16.17	386.63	0.023	9	0.6709	242.7	386.71	0.007	3	0.018	6.6	238.19	29.161	6940	63.2712	15113.1
7865	386.76	-16.68	-6450	-37.281	-13748	14.046	6.87	96.4	21.316	299.39	14.042	-0.267	-3.8	-1.1476	-16.18	386.64	0.021	8	0.6709	242.7	386.75	0.007	3	0.018	6.6	238.01	29.185	6940	63.3117	15122.8
