Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
0	7.23	-0.05	0	0	0	12.663	-0.02	-0.3	0	0	12.661	3.008	38.1	0.0088	0.11	7.2	-0.009	0	0	0	7.18	0.006	0	0	0	241.6	0.025	5	0.0001	0
5	7.23	-0.05	0	0	0	12.664	-0.02	-0.3	0	0	12.662	2.95	37.4	0.013	0.16	7.2	-0.01	0	0	0	7.19	0.006	0	0	0	241.76	0.025	5	0.0001	0
10	7.24	-0.05	0	0	0	12.669	-0.02	-0.2	0	0	12.668	2.79	35.3	0.017	0.21	7.2	-0.01	0	-0.0001	0	7.19	0.006	0	0	0	241.6	0.025	5	0.0001	0
15	7.24	-0.05	0	0	0	12.737	-0.02	-0.3	0	0	12.736	1.396	17.8	0.0193	0.25	7.21	-0.01	0	-0.0001	0	7.18	0.007	0	0	0	241.69	0.025	5	0.0002	0
20	7.23	-0.05	0	0	0	12.752	-0.02	-0.3	0	0	12.75	1.394	17.8	0.0213	0.27	7.21	-0.009	0	-0.0001	0	7.18	0.006	0	0.0001	0	241.86	0.025	5	0.0002	0
25	7.23	-0.05	0	0	0	12.759	-0.02	-0.3	0	0	12.758	1.395	17.8	0.0232	0.29	7.21	-0.009	0	-0.0001	0	7.18	0.006	0	0.0001	0	241.77	0.025	5	0.0002	0.1
30	7.24	-0.05	0	-0.001	0	12.764	-0.02	-0.3	0	0	12.763	1.397	17.8	0.0252	0.32	7.2	-0.009	0	-0.0001	0	7.18	0.006	0	0.0001	0	241.77	0.025	5	0.0003	0.1
35	7.23	-0.05	0	-0.001	0	12.766	-0.02	-0.3	0	0	12.765	1.397	17.8	0.0271	0.34	7.21	-0.009	0	-0.0001	0	7.19	0.006	0	0.0001	0	241.78	0.025	5	0.0003	0.1
40	7.23	-0.05	0	-0.001	0	12.768	-0.02	-0.3	0	0	12.767	1.397	17.8	0.029	0.37	7.2	-0.01	0	-0.0001	0	7.18	0.007	0	0.0001	0	241.95	0.025	5	0.0004	0.1
45	7.23	-0.05	0	-0.001	0	12.769	-0.02	-0.3	0	0	12.768	1.404	17.9	0.031	0.39	7.22	-0.009	0	-0.0001	0	7.19	0.006	0	0.0001	0	241.89	0.025	5	0.0004	0.1
50	7.23	-0.05	0	-0.001	0	12.771	-0.02	-0.3	0	0	12.769	1.396	17.8	0.0329	0.42	7.21	-0.009	0	-0.0002	0	7.19	0.006	0	0.0001	0	241.81	0.025	5	0.0004	0.1
55	7.22	-0.05	0	-0.001	0	12.771	-0.02	-0.3	0	0	12.769	1.396	17.8	0.0349	0.44	7.21	-0.01	0	-0.0002	0	7.18	0.006	0	0.0001	0	241.77	0.025	5	0.0005	0.1
60	7.23	-0.05	0	-0.001	0	12.771	-0.02	-0.3	0	-0.01	12.77	1.396	17.8	0.0368	0.47	7.2	-0.009	0	-0.0002	0	7.18	0.006	0	0.0001	0	241.82	0.025	5	0.0005	0.1
65	7.23	-0.05	0	-0.001	0	12.771	-0.02	-0.3	0	-0.01	12.77	1.395	17.8	0.0387	0.49	7.21	-0.009	0	-0.0002	0	7.18	0.006	0	0.0001	0	241.75	0.025	5	0.0005	0.1
70	7.23	-0.05	0	-0.001	0	12.771	-0.02	-0.3	0	-0.01	12.77	1.392	17.8	0.0407	0.52	7.2	-0.01	0	-0.0002	0	7.19	0.006	0	0.0001	0	241.64	0.025	5	0.0006	0.1
75	7.23	-0.05	0	-0.001	0	12.771	-0.02	-0.3	-0.001	-0.01	12.77	1.398	17.8	0.0426	0.54	7.21	-0.01	0	-0.0002	0	7.19	0.006	0	0.0002	0	241.77	0.025	5	0.0006	0.1
80	7.23	-0.06	0	-0.001	0	12.771	-0.02	-0.3	-0.001	-0.01	12.77	1.397	17.8	0.0446	0.57	7.21	-0.009	0	-0.0002	0	7.18	0.006	0	0.0002	0	241.84	0.025	5	0.0006	0.1
85	7.24	-0.05	0	-0.001	0	12.77	-0.02	-0.3	-0.001	-0.01	12.769	1.398	17.9	0.0465	0.59	7.21	-0.009	0	-0.0003	0	7.19	0.006	0	0.0002	0	241.78	0.025	5	0.0007	0.1
90	7.23	-0.05	0	-0.001	0	12.77	-0.02	-0.3	-0.001	-0.01	12.769	1.396	17.8	0.0485	0.62	7.21	-0.009	0	-0.0003	0	7.18	0.006	0	0.0002	0	241.86	0.025	5	0.0007	0.1
95	336.57	0.66	220	-0.001	0	14.867	12.9	191.9	0.005	0.07	14.863	-4.39	-65.3	0.0503	0.63	336.53	0.006	2	-0.0003	0	336.51	0.01	3	0.0002	0	241.83	0.025	5	0.0007	0.2
100	337.17	-3.53	-1190	-0.004	-1	14.864	12.43	184.9	0.022	0.33	14.865	-4.152	-61.8	0.0446	0.55	337.11	0.007	2	-0.0003	0	337.1	0.01	3	0.0002	0	241.17	6.268	1495	0.0077	1.8
105	339.17	-17.49	-5930	-0.02	-6	14.866	12.9	191.8	0.04	0.59	14.862	-4.128	-61.4	0.0389	0.47	339.11	0.009	3	-0.0002	0	339.11	0.011	4	0.0002	0	238.64	27.715	6609	0.0326	7.7
110	339.39	-17.49	-5940	-0.044	-14	14.864	12.83	190.8	0.058	0.86	14.864	-4.254	-63.3	0.033	0.38	339.33	0.009	3	-0.0002	0	339.32	0.011	4	0.0002	0	238.68	27.697	6605	0.071	16.9
115	339.71	-18.53	-6300	-0.069	-23	14.865	12.96	192.7	0.076	1.12	14.862	-4.124	-61.3	0.0272	0.29	339.64	0.008	3	-0.0002	0	339.64	0.011	4	0.0002	0	238.56	29.286	6982	0.1107	26.4
120	339.87	-18.55	-6300	-0.095	-32	14.865	12.88	191.6	0.093	1.39	14.865	-4.197	-62.4	0.0214	0.21	339.82	0.008	3	-0.0002	0	339.8	0.011	4	0.0003	0	238.66	29.203	6965	0.1514	36
125	340.02	-18.44	-6270	-0.121	-41	14.866	12.89	191.7	0.111	1.66	14.863	-4.101	-61	0.0157	0.12	339.96	0.009	3	-0.0002	0	339.95	0.011	4	0.0003	0	238.62	29.29	6985	0.1921	45.7
130	340.13	-18.38	-6250	-0.146	-49	14.867	12.83	190.8	0.129	1.92	14.862	-3.928	-58.4	0.01	0.04	340.07	0.008	3	-0.0002	0	340.07	0.011	4	0.0003	0	238.49	28.991	6909	0.2327	55.4
135	340.27	-18.45	-6280	-0.172	-58	14.862	12.54	186.4	0.147	2.18	14.864	-4.053	-60.3	0.0044	-0.05	340.2	0.008	3	-0.0002	0	340.19	0.011	4	0.0003	0	238.5	29.102	6936	0.2731	65.1
140	340.37	-18.43	-6270	-0.198	-67	14.867	12.71	189	0.164	2.45	14.862	-3.811	-56.7	-0.0011	-0.13	340.32	0.009	3	-0.0002	0	340.29	0.011	4	0.0003	0	238.69	29.103	6942	0.3136	74.7
145	340.48	-18.35	-6250	-0.223	-75	14.863	12.47	185.4	0.182	2.7	14.865	-3.956	-58.9	-0.0065	-0.21	340.41	0.008	3	-0.0002	0	340.4	0.011	4	0.0003	0.1	238.5	29.163	6951	0.354	84.3
150	340.59	-18.56	-6320	-0.249	-84	14.863	12.34	183.5	0.199	2.96	14.863	-3.745	-55.7	-0.0118	-0.29	340.52	0.008	3	-0.0001	0	340.52	0.01	4	0.0003	0.1	238.41	29.233	6965	0.3945	94
155	340.66	-18.45	-6290	-0.274	-93	14.866	12.51	186	0.217	3.22	14.861	-3.655	-54.4	-0.0171	-0.37	340.6	0.008	3	-0.0001	0	340.59	0.01	4	0.0004	0.1	238.48	29.111	6938	0.435	103.6
160	340.74	-18.34	-6250	-0.3	-102	14.864	12.21	181.5	0.234	3.48	14.865	-3.819	-56.8	-0.0223	-0.44	340.67	0.008	3	-0.0001	0.1	340.69	0.011	4	0.0004	0.1	238.48	29.113	6938	0.4754	113.3
165	340.84	-18.48	-6300	-0.325	-110	14.866	12.28	182.6	0.251	3.73	14.863	-3.581	-53.3	-0.0274	-0.52	340.77	0.008	3	-0.0001	0.1	340.77	0.011	4	0.0004	0.1	238.53	29.161	6951	0.516	122.9
170	340.91	-18.42	-6280	-0.351	-119	14.867	12.23	181.8	0.268	3.98	14.864	-3.602	-53.6	-0.0324	-0.6	340.83	0.008	3	-0.0001	0.1	340.84	0.011	4	0.0004	0.1	238.36	29.181	6951	0.5564	132.6
175	340.97	-18.36	-6260	-0.376	-128	14.864	11.99	178.3	0.285	4.23	14.866	-3.669	-54.6	-0.0374	-0.67	340.91	0.009	3	-0.0001	0.1	340.91	0.01	4	0.0004	0.1	238.47	29.154	6948	0.5969	142.2
180	341.04	-18.43	-6290	-0.402	-136	14.866	12.07	179.5	0.301	4.48	14.862	-3.353	-49.9	-0.0422	-0.74	340.98	0.008	3	-0.0001	0.1	340.99	0.01	4	0.0004	0.1	238.27	29.233	6961	0.6375	151.9
185	341.1	-18.33	-6250	-0.428	-145	14.864	11.7	173.9	0.318	4.72	14.864	-3.354	-49.9	-0.0469	-0.81	341.04	0.009	3	-0.0001	0.1	341.03	0.01	4	0.0005	0.1	238.19	29.132	6934	0.678	161.5
190	341.18	-18.45	-6300	-0.453	-154	14.868	11.77	175.1	0.334	4.97	14.864	-3.288	-49	-0.0515	-0.88	341.11	0.009	3	0	0.1	341.1	0.01	4	0.0005	0.1	238.23	29.109	6930	0.7185	171.2
195	341.24	-18.43	-6290	-0.479	-163	14.868	10.86	161.6	0.349	5.2	14.863	-3.128	-46.6	-0.0561	-0.95	341.18	0.009	3	0	0.1	341.17	0.01	4	0.0005	0.1	238.19	29.217	6955	0.7591	180.8
200	341.3	-18.51	-6320	-0.505	-171	14.866	10.33	153.7	0.364	5.41	14.868	-3.285	-48.9	-0.0606	-1.02	341.23	0.009	3	0	0.1	341.22	0.01	3	0.0005	0.1	238.36	29.068	6924	0.7996	190.5
205	341.36	-18.46	-6300	-0.53	-180	14.866	10.37	154.2	0.378	5.63	14.865	-3.125	-46.5	-0.065	-1.08	341.28	0.009	3	0	0.1	341.3	0.01	3	0.0005	0.1	238.34	29.179	6950	0.8401	200.1
210	341.41	-18.33	-6260	-0.556	-189	14.872	10.56	157.2	0.393	5.84	14.865	-3.037	-45.2	-0.0693	-1.14	341.34	0.01	3	0	0.1	341.34	0.01	3	0.0005	0.1	238.51	29.068	6928	0.8806	209.8
215	341.47	-18.53	-6330	-0.581	-198	14.867	10.3	153.1	0.407	6.06	14.865	-3.074	-45.8	-0.0736	-1.21	341.39	0.009	3	0	0.1	341.41	0.01	3	0.0005	0.1	238.76	29.084	6939	0.9211	219.4
220	341.52	-18.38	-6280	-0.607	-206	14.864	9.55	142	0.421	6.27	14.864	-2.567	-38.2	-0.0778	-1.27	341.46	0.01	3	0	0.1	341.46	0.01	3	0.0005	0.1	238.7	29.099	6941	0.9615	229.1
225	341.58	-18.48	-6310	-0.633	-215	14.871	10.33	153.7	0.435	6.48	14.866	-2.901	-43.2	-0.0819	-1.33	341.5	0.009	3	0	0.1	341.5	0.01	3	0.0006	0.1	238.48	29.022	6917	1.0019	238.7
230	341.61	-18.3	-6250	-0.658	-224	14.864	9.92	147.5	0.449	6.68	14.866	-2.941	-43.8	-0.0859	-1.39	341.55	0.01	3	0.0001	0.1	341.55	0.01	3	0.0006	0.1	238.55	29.071	6930	1.0423	248.3
235	341.68	-18.54	-6330	-0.684	-232	14.865	10.56	157.1	0.464	6.89	14.867	-3.509	-52.2	-0.0899	-1.45	341.61	0.009	3	0.0001	0.1	341.62	0.01	3	0.0006	0.1	238.53	29.104	6938	1.0827	258
240	341.73	-18.45	-6310	-0.71	-241	14.87	10.15	151	0.477	7.1	14.865	-2.733	-40.7	-0.0939	-1.51	341.67	0.01	3	0.0001	0.1	341.66	0.01	3	0.0006	0.1	238.65	29.089	6937	1.1231	267.6
245	341.78	-18.39	-6290	-0.735	-250	14.866	9.79	145.6	0.491	7.3	14.867	-2.897	-43.2	-0.0978	-1.57	341.71	0.009	3	0.0001	0.1	341.72	0.01	3	0.0006	0.1	238.64	29.086	6937	1.1635	277.2
250	341.83	-18.51	-6330	-0.761	-259	14.867	9.91	147.4	0.505	7.51	14.866	-2.748	-40.9	-0.1016	-1.63	341.76	0.009	3	0.0001	0.1	341.76	0.01	3	0.0006	0.2	238.48	29.08	6930	1.2038	286.8
255	341.87	-18.33	-6270	-0.786	-267	14.873	10.28	152.9	0.519	7.72	14.853	-2.952	-43.9	-0.1054	-1.68	341.8	0.01	3	0.0001	0.1	341.81	0.01	3	0.0006	0.2	238.54	29.111	6940	1.2442	296.5
260	341.92	-18.35	-6270	-0.812	-276	14.849	9.08	134.9	0.532	7.92	14.845	-1.978	-29.4	-0.1092	-1.74	341.86	0.01	3	0.0001	0.1	341.86	0.009	3	0.0007	0.2	238.6	29.077	6933	1.2846	306.1
265	341.97	-18.38	-6290	-0.837	-285	14.869	9.86	146.6	0.546	8.12	14.869	-2.781	-41.4	-0.1129	-1.79	341.89	0.009	3	0.0001	0.1	341.9	0.01	3	0.0007	0.2	238.43	29.073	6927	1.3249	315.7
270	342.02	-18.51	-6330	-0.863	-294	14.874	10.33	153.8	0.56	8.32	14.87	-2.927	-43.6	-0.1166	-1.85	341.95	0.009	3	0.0002	0.1	341.96	0.01	3	0.0007	0.2	238.53	29.082	6932	1.3653	325.3
275	342.07	-18.33	-6270	-0.888	-302	14.848	9.1	135.3	0.573	8.53	14.866	-2.668	-39.7	-0.1203	-1.9	342	0.01	3	0.0002	0.1	342	0.009	3	0.0007	0.2	238.4	29.104	6934	1.4056	334.9
280	342.12	-18.36	-6280	-0.914	-311	14.867	9.6	142.8	0.587	8.73	14.868	-2.661	-39.6	-0.1239	-1.96	342.04	0.01	3	0.0002	0.2	342.04	0.01	3	0.0007	0.2	238.54	29.046	6924	1.446	344.6
285	342.16	-18.38	-6290	-0.94	-320	14.87	9.96	148.1	0.6	8.93	14.866	-2.584	-38.5	-0.1275	-2.01	342.08	0.009	3	0.0002	0.2	342.1	0.01	3	0.0007	0.2	238.43	29.122	6939	1.4864	354.2
290	342.21	-18.46	-6320	-0.965	-329	14.866	9.68	144	0.614	9.13	14.866	-2.604	-38.8	-0.1311	-2.07	342.14	0.009	3	0.0002	0.2	342.14	0.01	3	0.0007	0.2	238.35	29.052	6920	1.5267	363.8
295	342.25	-18.33	-6280	-0.99	-337	14.864	9.55	142.1	0.627	9.33	14.867	-2.605	-38.8	-0.1347	-2.12	342.19	0.01	3	0.0002	0.2	342.18	0.01	3	0.0008	0.2	238.41	29.08	6928	1.5671	373.4
300	342.31	-18.38	-6290	-1.016	-346	14.867	9.63	143.2	0.641	9.53	14.866	-2.53	-37.7	-0.1383	-2.17	342.24	0.01	3	0.0002	0.2	342.23	0.01	3	0.0008	0.2	238.32	29.118	6935	1.6075	383
305	342.36	-18.39	-6300	-1.042	-355	14.867	9.7	144.3	0.654	9.73	14.864	-2.465	-36.7	-0.1418	-2.22	342.28	0.009	3	0.0003	0.2	342.29	0.01	3	0.0008	0.2	238.2	29.107	6928	1.6478	392.6
310	342.4	-18.44	-6320	-1.067	-364	14.867	9.56	142.2	0.667	9.93	14.868	-2.614	-38.9	-0.1453	-2.28	342.33	0.009	3	0.0003	0.2	342.32	0.009	3	0.0008	0.2	238.36	29	6907	1.6882	402.2
315	342.45	-18.32	-6270	-1.093	-372	14.867	9.49	141.2	0.681	10.13	14.867	-2.496	-37.2	-0.1488	-2.33	342.38	0.01	3	0.0003	0.2	342.38	0.01	3	0.0008	0.2	238.36	29.149	6943	1.7286	411.9
320	342.5	-18.35	-6290	-1.118	-381	14.867	9.6	142.9	0.694	10.32	14.864	-2.393	-35.6	-0.1523	-2.38	342.42	0.01	3	0.0003	0.2	342.43	0.01	3	0.0008	0.2	238.27	29.004	6906	1.7689	421.5
325	342.55	-18.4	-6300	-1.144	-390	14.867	9.46	140.8	0.707	10.52	14.869	-2.62	-39	-0.1558	-2.43	342.47	0.009	3	0.0003	0.2	342.48	0.01	3	0.0008	0.2	238.22	29.037	6912	1.8093	431.1
330	342.59	-18.37	-6300	-1.169	-399	14.868	9.62	143.2	0.721	10.72	14.865	-2.419	-36	-0.1592	-2.48	342.53	0.01	3	0.0003	0.2	342.52	0.01	3	0.0008	0.2	238.35	29.096	6930	1.8497	440.7
335	342.64	-18.41	-6310	-1.195	-407	14.868	9.55	142.1	0.734	10.92	14.866	-2.461	-36.7	-0.1627	-2.53	342.57	0.009	3	0.0003	0.2	342.57	0.009	3	0.0009	0.2	238.38	29.025	6914	1.89	450.3
340	342.68	-18.3	-6270	-1.22	-416	14.865	9.44	140.4	0.747	11.11	14.865	-2.419	-36	-0.1661	-2.59	342.62	0.01	3	0.0003	0.2	342.62	0.01	3	0.0009	0.2	238.19	29.145	6938	1.9304	459.9
345	342.71	-18.16	-6220	-1.246	-425	14.868	9.43	140.3	0.76	11.31	14.867	-2.468	-36.8	-0.1695	-2.64	342.65	0.009	3	0.0004	0.2	342.66	0.01	3	0.0009	0.2	238.36	28.834	6868	1.9706	469.5
350	342.76	-18.28	-6270	-1.271	-433	14.87	9.73	144.7	0.774	11.51	14.866	-2.374	-35.4	-0.1729	-2.69	342.7	0.009	3	0.0004	0.2	342.7	0.01	3	0.0009	0.2	238.37	28.792	6859	2.0107	479
355	342.81	-18.18	-6230	-1.296	-442	14.865	9.34	138.9	0.787	11.7	14.867	-2.515	-37.5	-0.1763	-2.74	342.75	0.009	3	0.0004	0.2	342.74	0.01	3	0.0009	0.3	238.42	28.88	6881	2.0508	488.6
360	342.86	-18.27	-6260	-1.321	-451	14.866	9.42	140.2	0.8	11.9	14.869	-2.572	-38.3	-0.1797	-2.79	342.79	0.009	3	0.0004	0.2	342.79	0.01	3	0.0009	0.3	238.33	28.766	6851	2.0914	498.2
365	342.91	-18.19	-6240	-1.347	-460	14.869	9.51	141.5	0.813	12.09	14.866	-2.362	-35.2	-0.183	-2.84	342.85	0.01	3	0.0004	0.2	342.84	0.01	3	0.0009	0.3	238.22	28.888	6877	2.131	507.7
370	342.97	-18.28	-6270	-1.372	-468	14.853	8.96	133.2	0.826	12.29	14.846	-1.657	-24.7	-0.1863	-2.89	342.9	0.009	3	0.0004	0.2	342.9	0.009	3	0.001	0.3	238.16	28.855	6868	2.1711	517.2
375	343	-18.15	-6230	-1.397	-477	14.868	9.36	139.2	0.839	12.48	14.869	-2.466	-36.7	-0.1896	-2.94	342.95	0.01	3	0.0004	0.2	342.94	0.01	3	0.001	0.3	238.18	28.818	6859	2.2112	526.8
380	343.07	-18.31	-6280	-1.423	-486	14.867	9.39	139.7	0.853	12.68	14.866	-2.293	-34.2	-0.193	-2.99	343	0.009	3	0.0005	0.2	343	0.01	3	0.001	0.3	238.26	28.92	6886	2.2513	536.3
385	343.1	-18.11	-6210	-1.448	-494	14.872	9.6	142.9	0.866	12.88	14.868	-2.353	-35	-0.1963	-3.04	343.05	0.009	3	0.0005	0.2	343.04	0.01	3	0.001	0.3	238.22	28.892	6878	2.2914	545.9
390	343.16	-18.13	-6220	-1.473	-503	14.866	9.3	138.3	0.879	13.07	14.867	-2.359	-35.1	-0.1996	-3.08	343.1	0.01	3	0.0005	0.3	343.11	0.01	3	0.001	0.3	238.35	28.866	6876	2.3315	555.4
395	343.22	-18.28	-6270	-1.499	-512	14.867	9.39	139.7	0.892	13.26	14.868	-2.41	-35.9	-0.2028	-3.13	343.15	0.009	3	0.0005	0.3	343.14	0.01	3	0.001	0.3	238.36	28.796	6859	2.3716	565
400	343.27	-18.18	-6240	-1.524	-520	14.869	9.46	140.8	0.905	13.46	14.866	-2.289	-34.1	-0.2061	-3.18	343.2	0.01	3	0.0005	0.3	343.2	0.01	3	0.001	0.3	238.38	28.891	6882	2.4117	574.5
405	343.33	-18.27	-6270	-1.549	-529	14.868	9.44	140.4	0.918	13.65	14.865	-2.268	-33.8	-0.2094	-3.23	343.25	0.009	3	0.0005	0.3	343.26	0.01	3	0.001	0.3	238.4	28.866	6877	2.4519	584.1
410	343.37	-18.13	-6230	-1.575	-538	14.868	9.31	138.5	0.931	13.85	14.87	-2.463	-36.7	-0.2126	-3.28	343.31	0.01	3	0.0005	0.3	343.31	0.01	3	0.0011	0.3	238.38	28.808	6862	2.492	593.6
415	343.45	-18.4	-6320	-1.6	-546	14.87	9.55	142.1	0.944	14.04	14.867	-2.305	-34.3	-0.2158	-3.33	343.37	0.009	3	0.0005	0.3	343.38	0.009	3	0.0011	0.3	238.49	28.98	6907	2.5321	603.2
420	343.49	-18.21	-6250	-1.625	-555	14.87	9.5	141.4	0.957	14.24	14.866	-2.242	-33.4	-0.2191	-3.38	343.43	0.01	3	0.0006	0.3	343.43	0.01	3	0.0011	0.3	238.32	28.987	6904	2.5723	612.8
425	343.54	-18.21	-6260	-1.651	-564	14.868	9.34	138.9	0.97	14.43	14.867	-2.286	-34	-0.2223	-3.42	343.45	0.01	3	0.0006	0.3	343.46	0.01	3	0.0011	0.3	238.4	28.727	6844	2.6124	622.3
430	343.59	-18.27	-6280	-1.676	-572	14.869	9.26	137.8	0.983	14.62	14.87	-2.432	-36.2	-0.2255	-3.47	343.53	0.01	3	0.0006	0.3	343.52	0.01	3	0.0011	0.3	238.24	28.871	6874	2.6525	631.9
435	343.66	-18.27	-6280	-1.701	-581	14.87	9.48	141.1	0.996	14.81	14.867	-2.268	-33.8	-0.2287	-3.52	343.59	0.009	3	0.0006	0.3	343.59	0.009	3	0.0011	0.3	238.29	29.026	6912	2.6926	641.4
440	343.68	-18.06	-6210	-1.727	-590	14.887	10.02	149.3	1.009	15.01	14.884	-2.718	-40.6	-0.2319	-3.57	343.63	0.01	3	0.0006	0.3	343.62	0.009	3	0.0011	0.3	238.26	28.769	6850	2.7328	651
445	343.75	-18.24	-6270	-1.752	-598	14.867	9.23	137.3	1.022	15.2	14.867	-2.224	-33.1	-0.235	-3.61	343.69	0.009	3	0.0006	0.3	343.69	0.009	3	0.0012	0.3	238.05	28.927	6882	2.7729	660.5
450	343.8	-18.14	-6240	-1.777	-607	14.867	9.27	137.9	1.035	15.39	14.869	-2.375	-35.4	-0.2382	-3.66	343.75	0.01	3	0.0006	0.3	343.73	0.009	3	0.0012	0.3	238.2	28.934	6887	2.8132	670.1
455	343.86	-18.22	-6270	-1.802	-616	14.869	9.37	139.3	1.048	15.58	14.865	-2.114	-31.5	-0.2413	-3.71	343.8	0.009	3	0.0007	0.3	343.78	0.009	3	0.0012	0.3	238.11	28.775	6847	2.8533	679.7
460	343.92	-18.17	-6250	-1.828	-625	14.866	9.15	136.1	1.061	15.78	14.858	-1.777	-26.5	-0.2445	-3.75	343.85	0.009	3	0.0007	0.3	343.84	0.009	3	0.0012	0.3	238.19	28.771	6848	2.8935	689.2
465	343.96	-18.03	-6200	-1.853	-633	14.868	9.21	137.1	1.074	15.97	14.868	-2.291	-34.1	-0.2476	-3.8	343.9	0.01	3	0.0007	0.3	343.89	0.009	3	0.0012	0.4	238.12	28.804	6854	2.9337	698.8
470	344.02	-18.1	-6230	-1.878	-642	14.867	9.28	138.1	1.087	16.16	14.867	-2.238	-33.3	-0.2507	-3.85	343.95	0.009	3	0.0007	0.3	343.96	0.009	3	0.0012	0.4	238.1	28.751	6841	2.9737	708.3
475	344.08	-18.13	-6240	-1.903	-651	14.868	9.3	138.3	1.099	16.35	14.866	-2.156	-32.1	-0.2538	-3.89	344.02	0.01	3	0.0007	0.3	344.01	0.01	3	0.0012	0.4	238.02	28.904	6875	3.0138	717.8
480	344.14	-18.23	-6270	-1.929	-659	14.847	10.1	150	1.114	16.57	14.845	-1.85	-27.6	-0.2569	-3.94	344.07	0.009	3	0.0007	0.3	344.06	0.01	3	0.0012	0.4	237.99	28.89	6871	3.0539	727.4
485	344.19	-18.07	-6220	-1.954	-668	14.868	10.39	154.6	1.129	16.79	14.869	-2.4	-35.8	-0.2599	-3.98	344.12	0.009	3	0.0007	0.3	344.11	0.01	3	0.0013	0.4	238.03	28.969	6891	3.0941	736.9
490	344.24	-18.13	-6240	-1.979	-677	14.867	10.29	153.1	1.143	17	14.869	-2.33	-34.7	-0.263	-4.03	344.17	0.009	3	0.0007	0.3	344.17	0.01	3	0.0013	0.4	238.1	28.811	6855	3.1343	746.5
495	344.29	-17.96	-6180	-2.004	-685	14.868	10.39	154.5	1.157	17.21	14.868	-2.259	-33.7	-0.2661	-4.08	344.22	0.01	3	0.0008	0.3	344.22	0.01	3	0.0013	0.4	238.28	28.741	6844	3.1744	756
500	344.37	-18.27	-6290	-2.029	-694	14.869	10.53	156.7	1.172	17.43	14.867	-2.24	-33.4	-0.2691	-4.12	344.31	0.009	3	0.0008	0.4	344.29	0.01	3	0.0013	0.4	238.27	28.967	6897	3.2146	765.6
505	344.43	-18.18	-6260	-2.055	-703	14.867	10.35	154	1.186	17.65	14.867	-2.263	-33.7	-0.2721	-4.17	344.35	0.009	3	0.0008	0.4	344.34	0.01	3	0.0013	0.4	238.28	28.982	6901	3.2547	775.2
510	344.48	-18.1	-6230	-2.08	-711	14.87	10.48	155.9	1.201	17.86	14.868	-2.171	-32.4	-0.2751	-4.21	344.42	0.009	3	0.0008	0.4	344.4	0.01	3	0.0013	0.4	238.08	28.938	6885	3.2949	784.7
515	344.54	-18.12	-6240	-2.105	-720	14.867	10.46	155.6	1.215	18.07	14.864	-2.069	-30.8	-0.2781	-4.26	344.47	0.009	3	0.0008	0.4	344.46	0.01	3	0.0013	0.4	238.16	28.987	6899	3.3351	794.3
520	344.6	-18.16	-6260	-2.13	-729	14.866	10.25	152.4	1.229	18.29	14.866	-2.174	-32.4	-0.2811	-4.3	344.54	0.01	3	0.0008	0.4	344.51	0.01	3	0.0014	0.4	238.1	29.01	6902	3.3754	803.9
525	344.66	-18.21	-6280	-2.155	-737	14.867	10.27	152.8	1.244	18.5	14.867	-2.148	-32	-0.2841	-4.34	344.58	0.009	3	0.0008	0.4	344.58	0.01	3	0.0014	0.4	238.06	28.897	6874	3.4155	813.4
530	344.72	-18.12	-6250	-2.181	-746	14.867	10.27	152.8	1.258	18.71	14.867	-2.166	-32.3	-0.2871	-4.39	344.66	0.009	3	0.0008	0.4	344.63	0.01	3	0.0014	0.4	238.26	29.019	6909	3.4554	822.9
535	344.77	-18.21	-6280	-2.206	-755	14.869	10.52	156.6	1.272	18.93	14.867	-2.182	-32.5	-0.2901	-4.43	344.71	0.009	3	0.0009	0.4	344.69	0.01	3	0.0014	0.4	238.32	28.935	6891	3.4956	832.5
540	344.82	-18.01	-6210	-2.231	-764	14.866	10.19	151.6	1.287	19.14	14.868	-2.227	-33.2	-0.293	-4.48	344.76	0.01	3	0.0009	0.4	344.75	0.01	3	0.0014	0.4	238.26	28.83	6864	3.5358	842.1
