Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
4810	377.9	-16.99	-6420	-22.736	-8251	14.871	5.87	87.3	9.592	142.64	14.868	-0.45	-6.7	-1.2854	-19.24	377.79	0.011	4	0.0133	4.9	377.84	0.008	3	0.0112	4	237.96	28.936	6881	37.8921	9007.8
4815	377.91	-16.79	-6350	-22.76	-8260	14.87	5.85	87	9.6	142.76	14.867	-0.421	-6.3	-1.286	-19.25	377.82	0.012	4	0.0133	4.9	377.84	0.008	3	0.0112	4	238.01	28.972	6891	37.9323	9017.3
4820	377.93	-16.72	-6320	-22.783	-8269	14.869	5.81	86.4	9.608	142.88	14.868	-0.495	-7.4	-1.2866	-19.26	377.82	0.012	4	0.0133	4.9	377.87	0.008	3	0.0113	4	238.01	28.832	6857	37.9725	9026.9
4825	377.95	-16.61	-6280	-22.806	-8278	14.869	5.77	85.8	9.616	143	14.868	-0.426	-6.4	-1.2872	-19.27	377.85	0.01	4	0.0134	5	377.92	0.008	3	0.0113	4	237.7	29.009	6890	38.0128	9036.5
4830	378	-16.97	-6420	-22.83	-8286	14.87	5.8	86.2	9.624	143.12	14.867	-0.372	-5.5	-1.2878	-19.28	377.89	0.012	4	0.0134	5	377.94	0.008	3	0.0113	4	237.93	28.985	6892	38.053	9046
4835	377.99	-16.66	-6300	-22.853	-8295	14.872	5.87	87.4	9.632	143.24	14.868	-0.397	-5.9	-1.2884	-19.29	377.91	0.012	4	0.0134	5	377.94	0.008	3	0.0113	4	237.89	28.896	6869	38.0932	9055.6
4840	378.02	-16.61	-6280	-22.876	-8304	14.87	5.91	87.8	9.64	143.36	14.869	-0.521	-7.8	-1.289	-19.3	377.91	0.011	4	0.0134	5	377.99	0.008	3	0.0113	4	237.77	28.959	6881	38.1337	9065.2
4845	378.06	-16.8	-6350	-22.9	-8313	14.869	5.75	85.5	9.648	143.48	14.869	-0.46	-6.9	-1.2896	-19.31	377.96	0.011	4	0.0134	5	378	0.008	3	0.0113	4	237.8	28.964	6883	38.1739	9074.8
4850	378.08	-16.75	-6330	-22.923	-8322	14.871	5.84	86.8	9.656	143.6	14.867	-0.343	-5.1	-1.2902	-19.31	377.97	0.012	4	0.0134	5	378.01	0.008	3	0.0113	4	237.9	28.897	6870	38.2141	9084.3
4855	378.1	-16.62	-6290	-22.946	-8330	14.87	5.85	87	9.665	143.72	14.867	-0.398	-5.9	-1.2908	-19.32	378	0.011	4	0.0134	5	378.06	0.008	3	0.0113	4	237.85	28.889	6866	38.2543	9093.9
4860	378.14	-16.79	-6350	-22.969	-8339	14.87	5.85	87	9.673	143.84	14.868	-0.385	-5.7	-1.2914	-19.33	378.02	0.011	4	0.0135	5	378.09	0.008	3	0.0113	4	237.88	28.888	6867	38.2948	9103.5
4865	378.16	-16.73	-6330	-22.993	-8348	14.869	5.78	86	9.681	143.96	14.868	-0.444	-6.6	-1.2919	-19.34	378.05	0.012	4	0.0135	5	378.09	0.008	3	0.0114	4.1	237.81	28.886	6864	38.3347	9113
4870	378.18	-16.66	-6300	-23.016	-8357	14.869	5.77	85.9	9.689	144.08	14.867	-0.366	-5.5	-1.2925	-19.35	378.08	0.01	4	0.0135	5	378.13	0.008	3	0.0114	4.1	237.79	29.018	6895	38.375	9122.6
4875	378.23	-16.97	-6420	-23.039	-8366	14.87	5.82	86.6	9.697	144.21	14.868	-0.378	-5.6	-1.2931	-19.36	378.11	0.01	4	0.0135	5	378.17	0.008	3	0.0114	4.1	237.82	29.01	6894	38.4155	9132.2
4880	378.25	-16.93	-6400	-23.063	-8374	14.87	5.86	87.1	9.705	144.33	14.867	-0.428	-6.4	-1.2937	-19.37	378.13	0.012	5	0.0135	5	378.17	0.008	3	0.0114	4.1	237.88	29.002	6894	38.4555	9141.7
4885	378.25	-16.53	-6250	-23.086	-8383	14.87	5.87	87.2	9.713	144.45	14.869	-0.492	-7.3	-1.2943	-19.38	378.14	0.01	4	0.0135	5	378.21	0.008	3	0.0114	4.1	237.81	28.896	6867	38.4957	9151.2
4890	378.3	-16.92	-6400	-23.109	-8392	14.87	5.76	85.7	9.721	144.57	14.868	-0.418	-6.2	-1.2949	-19.39	378.18	0.012	4	0.0136	5	378.23	0.008	3	0.0114	4.1	237.88	28.895	6869	38.5359	9160.8
4895	378.29	-16.53	-6250	-23.132	-8401	14.869	5.83	86.7	9.729	144.69	14.867	-0.378	-5.6	-1.2955	-19.39	378.19	0.012	5	0.0136	5	378.24	0.008	3	0.0114	4.1	237.73	28.916	6869	38.5764	9170.4
4900	378.36	-16.97	-6420	-23.155	-8410	14.871	5.87	87.3	9.737	144.81	14.867	-0.396	-5.9	-1.2961	-19.4	378.22	0.01	4	0.0136	5	378.29	0.008	3	0.0114	4.1	237.74	29.006	6891	38.6164	9179.9
4905	378.36	-16.87	-6380	-23.179	-8418	14.87	5.78	85.9	9.745	144.93	14.868	-0.416	-6.2	-1.2967	-19.41	378.25	0.012	5	0.0136	5	378.29	0.008	3	0.0114	4.1	237.7	29.002	6889	38.6566	9189.5
4910	378.38	-16.63	-6290	-23.202	-8427	14.87	5.79	86.1	9.753	145.05	14.869	-0.446	-6.7	-1.2973	-19.42	378.27	0.011	4	0.0136	5.1	378.33	0.008	3	0.0115	4.1	237.85	28.918	6873	38.6969	9199.1
4915	378.41	-16.84	-6370	-23.225	-8436	14.869	5.78	86	9.762	145.17	14.868	-0.35	-5.2	-1.2979	-19.43	378.3	0.012	5	0.0136	5.1	378.34	0.008	3	0.0115	4.1	237.73	29.028	6896	38.7371	9208.6
4920	378.43	-16.7	-6320	-23.249	-8445	14.871	5.82	86.6	9.77	145.29	14.867	-0.345	-5.2	-1.2985	-19.44	378.3	0.011	4	0.0136	5.1	378.38	0.008	3	0.0115	4.1	237.69	28.931	6872	38.7773	9218.2
4925	378.48	-16.96	-6420	-23.272	-8454	14.871	5.89	87.5	9.778	145.41	14.869	-0.447	-6.7	-1.2991	-19.45	378.36	0.012	4	0.0137	5.1	378.39	0.008	3	0.0115	4.1	237.6	29.007	6887	38.8176	9227.7
4930	378.47	-16.53	-6260	-23.295	-8462	14.869	5.78	86	9.786	145.53	14.868	-0.472	-7	-1.2997	-19.46	378.35	0.011	4	0.0137	5.1	378.43	0.008	3	0.0115	4.1	237.73	28.935	6874	38.8579	9237.3
4935	378.52	-16.97	-6420	-23.318	-8471	14.87	5.78	85.9	9.794	145.65	14.867	-0.369	-5.5	-1.3003	-19.47	378.41	0.012	5	0.0137	5.1	378.45	0.008	3	0.0115	4.1	237.75	29.02	6895	38.8981	9246.9
4940	378.52	-16.59	-6280	-23.342	-8480	14.87	5.79	86.1	9.802	145.77	14.868	-0.381	-5.7	-1.3009	-19.47	378.42	0.012	5	0.0137	5.1	378.47	0.008	3	0.0115	4.1	237.6	29.075	6904	38.9384	9256.4
4945	378.55	-16.62	-6290	-23.365	-8489	14.872	5.86	87.2	9.81	145.89	14.868	-0.391	-5.8	-1.3014	-19.48	378.44	0.011	4	0.0137	5.1	378.51	0.008	3	0.0115	4.1	237.63	29.045	6897	38.9786	9266
4950	378.59	-16.93	-6410	-23.388	-8498	14.87	5.87	87.3	9.818	146.01	14.868	-0.468	-7	-1.302	-19.49	378.47	0.011	4	0.0137	5.1	378.51	0.008	3	0.0115	4.1	237.64	28.976	6881	39.0189	9275.6
4955	378.61	-16.81	-6370	-23.411	-8506	14.87	5.74	85.3	9.826	146.13	14.869	-0.442	-6.6	-1.3026	-19.5	378.48	0.012	5	0.0138	5.1	378.53	0.008	3	0.0116	4.1	237.72	29.045	6900	39.0591	9285.1
4960	378.61	-16.52	-6250	-23.435	-8515	14.87	5.82	86.5	9.834	146.25	14.868	-0.445	-6.6	-1.3032	-19.51	378.51	0.012	5	0.0138	5.1	378.55	0.008	3	0.0116	4.1	237.66	28.943	6874	39.0994	9294.7
4965	378.62	-16.54	-6260	-23.458	-8524	14.87	5.83	86.8	9.842	146.37	14.868	-0.416	-6.2	-1.3038	-19.52	378.53	0.012	5	0.0138	5.1	378.57	0.008	3	0.0116	4.1	237.69	28.94	6874	39.1399	9304.3
4970	378.65	-16.61	-6290	-23.481	-8533	14.87	5.88	87.5	9.85	146.49	14.867	-0.363	-5.4	-1.3044	-19.53	378.55	0.011	4	0.0138	5.1	378.61	0.008	3	0.0116	4.1	237.74	28.92	6871	39.1801	9313.9
4975	378.7	-16.91	-6410	-23.504	-8542	14.87	5.78	86	9.859	146.61	14.869	-0.472	-7	-1.305	-19.54	378.59	0.011	4	0.0138	5.1	378.64	0.008	3	0.0116	4.1	237.71	28.992	6887	39.2201	9323.3
4980	378.73	-16.96	-6420	-23.528	-8550	14.869	5.79	86.1	9.867	146.73	14.867	-0.367	-5.5	-1.3056	-19.54	378.61	0.012	4	0.0138	5.1	378.67	0.008	3	0.0116	4.2	237.71	29.05	6901	39.2603	9332.9
4985	378.75	-16.89	-6400	-23.551	-8559	14.869	5.75	85.5	9.875	146.85	14.868	-0.462	-6.9	-1.3062	-19.55	378.61	0.01	4	0.0139	5.1	378.69	0.008	3	0.0116	4.2	237.78	28.925	6873	39.3011	9342.6
4990	378.77	-16.95	-6420	-23.574	-8568	14.871	5.88	87.5	9.883	146.97	14.868	-0.38	-5.7	-1.3068	-19.56	378.65	0.01	4	0.0139	5.1	378.7	0.008	3	0.0116	4.2	237.88	28.973	6887	39.3414	9352.2
4995	378.78	-16.79	-6360	-23.598	-8577	14.87	5.83	86.7	9.891	147.09	14.869	-0.489	-7.3	-1.3073	-19.57	378.66	0.012	4	0.0139	5.2	378.71	0.008	3	0.0116	4.2	237.89	28.914	6874	39.3811	9361.6
5000	378.82	-16.96	-6430	-23.621	-8586	14.871	5.86	87.1	9.899	147.21	14.869	-0.491	-7.3	-1.3079	-19.58	378.7	0.012	4	0.0139	5.2	378.75	0.008	3	0.0117	4.2	237.86	29.021	6898	39.4219	9371.3
5005	378.81	-16.52	-6260	-23.644	-8594	14.869	5.79	86.1	9.907	147.33	14.868	-0.426	-6.4	-1.3085	-19.59	378.7	0.012	5	0.0139	5.2	378.75	0.008	3	0.0117	4.2	237.91	28.877	6865	39.4619	9380.8
5010	378.84	-16.59	-6280	-23.667	-8603	14.87	5.81	86.5	9.915	147.45	14.866	-0.336	-5	-1.3091	-19.6	378.72	0.011	4	0.0139	5.2	378.8	0.008	3	0.0117	4.2	237.76	29.071	6907	39.5021	9390.4
5015	378.87	-16.66	-6310	-23.691	-8612	14.871	5.9	87.8	9.923	147.57	14.867	-0.36	-5.4	-1.3097	-19.61	378.74	0.011	4	0.0139	5.2	378.81	0.008	3	0.0117	4.2	237.87	29.02	6898	39.5427	9400
5020	378.91	-16.91	-6410	-23.714	-8621	14.871	5.84	86.9	9.931	147.69	14.869	-0.513	-7.6	-1.3103	-19.61	378.79	0.011	4	0.014	5.2	378.84	0.008	3	0.0117	4.2	237.74	28.935	6874	39.5826	9409.5
5025	378.91	-16.71	-6330	-23.737	-8630	14.87	5.82	86.6	9.939	147.81	14.869	-0.501	-7.5	-1.3109	-19.62	378.81	0.012	4	0.014	5.2	378.85	0.008	3	0.0117	4.2	237.58	29.058	6899	39.6229	9419.1
5030	378.94	-16.59	-6290	-23.76	-8639	14.869	5.77	85.8	9.947	147.93	14.868	-0.451	-6.7	-1.3115	-19.63	378.81	0.012	4	0.014	5.2	378.87	0.008	3	0.0117	4.2	237.69	28.931	6872	39.6632	9428.6
5035	378.95	-16.54	-6270	-23.784	-8648	14.869	5.78	85.9	9.956	148.05	14.866	-0.372	-5.5	-1.312	-19.64	378.84	0.01	4	0.014	5.2	378.89	0.008	3	0.0117	4.2	237.81	28.972	6885	39.7035	9438.2
5040	379	-16.88	-6400	-23.807	-8656	14.869	5.81	86.4	9.964	148.17	14.867	-0.415	-6.2	-1.3126	-19.65	378.87	0.012	5	0.014	5.2	378.91	0.008	3	0.0117	4.2	237.76	28.96	6881	39.7438	9447.8
5045	378.99	-16.5	-6250	-23.83	-8665	14.871	5.85	87.1	9.972	148.29	14.869	-0.453	-6.8	-1.3132	-19.66	378.89	0.012	5	0.014	5.2	378.93	0.008	3	0.0118	4.2	237.69	28.946	6875	39.784	9457.3
5050	379.01	-16.54	-6270	-23.853	-8674	14.869	5.76	85.6	9.98	148.41	14.869	-0.472	-7	-1.3138	-19.67	378.9	0.011	4	0.0141	5.2	378.97	0.008	3	0.0118	4.2	237.57	28.953	6874	39.8243	9466.9
5055	379.05	-16.9	-6410	-23.877	-8683	14.87	5.82	86.5	9.988	148.53	14.868	-0.416	-6.2	-1.3144	-19.68	378.94	0.012	4	0.0141	5.2	378.97	0.008	3	0.0118	4.2	237.63	28.952	6875	39.8645	9476.5
5060	379.05	-16.52	-6260	-23.9	-8691	14.871	5.91	87.8	9.996	148.65	14.867	-0.387	-5.8	-1.315	-19.68	378.93	0.011	4	0.0141	5.2	378.98	0.008	3	0.0118	4.2	237.79	28.913	6870	39.9048	9486
5065	379.11	-16.89	-6400	-23.923	-8700	14.872	5.88	87.5	10.004	148.77	14.868	-0.421	-6.3	-1.3156	-19.69	378.96	0.011	4	0.0141	5.2	379.03	0.008	3	0.0118	4.2	237.76	29.019	6895	39.9451	9495.6
5070	379.13	-16.94	-6420	-23.946	-8709	14.87	5.81	86.5	10.012	148.89	14.868	-0.462	-6.9	-1.3162	-19.7	379.01	0.011	4	0.0141	5.2	379.03	0.008	3	0.0118	4.2	237.95	29.032	6903	39.9854	9505.2
5075	379.12	-16.64	-6310	-23.97	-8718	14.87	5.74	85.3	10.02	149.01	14.868	-0.419	-6.3	-1.3167	-19.71	379	0.012	4	0.0141	5.2	379.06	0.008	3	0.0118	4.2	238.1	28.931	6884	40.0256	9514.8
5080	379.15	-16.71	-6340	-23.993	-8727	14.871	5.89	87.6	10.028	149.13	14.867	-0.383	-5.7	-1.3173	-19.72	379.04	0.01	4	0.0141	5.3	379.09	0.008	3	0.0118	4.2	237.93	29.025	6901	40.0659	9524.3
5085	379.18	-16.94	-6420	-24.016	-8736	14.871	5.86	87.1	10.036	149.25	14.867	-0.359	-5.4	-1.3179	-19.73	379.06	0.011	4	0.0142	5.3	379.11	0.008	3	0.0118	4.2	238.05	28.946	6886	40.1067	9534
5090	379.19	-16.8	-6370	-24.04	-8744	14.871	5.87	87.4	10.044	149.37	14.869	-0.471	-7	-1.3185	-19.74	379.07	0.012	5	0.0142	5.3	379.11	0.008	3	0.0119	4.2	238.11	28.924	6882	40.1464	9543.5
5095	379.2	-16.58	-6290	-24.063	-8753	14.87	5.75	85.5	10.052	149.49	14.869	-0.459	-6.8	-1.3191	-19.75	379.09	0.011	4	0.0142	5.3	379.16	0.008	3	0.0119	4.2	238.12	29.018	6905	40.1867	9553.1
5100	379.24	-16.89	-6410	-24.086	-8762	14.871	5.86	87.2	10.06	149.61	14.869	-0.403	-6	-1.3197	-19.75	379.11	0.01	4	0.0142	5.3	379.17	0.008	3	0.0119	4.3	238.13	28.954	6890	40.2275	9562.8
5105	379.25	-16.71	-6340	-24.109	-8771	14.871	5.81	86.4	10.069	149.73	14.868	-0.405	-6	-1.3202	-19.76	379.13	0.012	5	0.0142	5.3	379.18	0.008	3	0.0119	4.3	238.1	28.961	6891	40.2672	9572.2
5110	379.27	-16.6	-6300	-24.132	-8780	14.871	5.87	87.3	10.077	149.85	14.868	-0.393	-5.9	-1.3208	-19.77	379.14	0.012	4	0.0142	5.3	379.2	0.008	3	0.0119	4.3	238.05	28.958	6889	40.3074	9581.8
5115	379.29	-16.69	-6330	-24.156	-8789	14.869	5.75	85.5	10.085	149.97	14.869	-0.466	-6.9	-1.3214	-19.78	379.18	0.011	4	0.0143	5.3	379.23	0.008	3	0.0119	4.3	238	29.049	6909	40.3477	9591.4
5120	379.33	-16.92	-6420	-24.179	-8797	14.87	5.78	86	10.093	150.09	14.869	-0.5	-7.5	-1.322	-19.79	379.2	0.011	4	0.0143	5.3	379.24	0.008	3	0.0119	4.3	237.99	28.934	6881	40.3884	9601
5125	379.31	-16.53	-6270	-24.202	-8806	14.87	5.85	87	10.101	150.21	14.866	-0.35	-5.2	-1.3226	-19.8	379.2	0.012	4	0.0143	5.3	379.25	0.008	3	0.0119	4.3	237.9	28.869	6863	40.428	9610.5
5130	379.35	-16.66	-6320	-24.225	-8815	14.873	5.87	87.3	10.109	150.33	14.869	-0.38	-5.7	-1.3232	-19.81	379.22	0.011	4	0.0143	5.3	379.29	0.008	3	0.012	4.3	238.03	28.94	6884	40.4682	9620
5135	379.38	-16.78	-6370	-24.249	-8824	14.869	5.79	86.1	10.117	150.45	14.868	-0.432	-6.4	-1.3237	-19.82	379.26	0.01	4	0.0143	5.3	379.3	0.008	3	0.012	4.3	237.97	28.928	6879	40.5084	9629.6
5140	379.39	-16.77	-6360	-24.272	-8833	14.87	5.74	85.3	10.125	150.57	14.868	-0.403	-6	-1.3243	-19.82	379.27	0.012	5	0.0143	5.3	379.31	0.008	3	0.012	4.3	237.94	28.997	6895	40.5488	9639.2
5145	379.4	-16.58	-6290	-24.295	-8841	14.869	5.77	85.9	10.133	150.69	14.868	-0.389	-5.8	-1.3249	-19.83	379.28	0.011	4	0.0143	5.3	379.34	0.008	3	0.012	4.3	238.04	28.905	6876	40.589	9648.7
5150	379.42	-16.81	-6380	-24.318	-8850	14.872	5.86	87.2	10.141	150.81	14.868	-0.384	-5.7	-1.3255	-19.84	379.31	0.011	4	0.0144	5.3	379.36	0.008	3	0.012	4.3	238.11	28.861	6867	40.6292	9658.3
5155	379.44	-16.68	-6330	-24.341	-8859	14.87	5.85	86.9	10.149	150.93	14.869	-0.505	-7.5	-1.3261	-19.85	379.32	0.012	5	0.0144	5.3	379.37	0.008	3	0.012	4.3	238.1	28.953	6889	40.6694	9667.9
5160	379.47	-16.7	-6340	-24.365	-8868	14.869	5.75	85.5	10.157	151.05	14.869	-0.457	-6.8	-1.3266	-19.86	379.35	0.011	4	0.0144	5.3	379.41	0.008	3	0.012	4.3	238.05	28.971	6892	40.7095	9677.4
5165	379.49	-16.75	-6360	-24.388	-8877	14.871	5.87	87.2	10.165	151.17	14.868	-0.355	-5.3	-1.3272	-19.87	379.37	0.012	5	0.0144	5.4	379.41	0.008	3	0.012	4.3	237.99	28.984	6893	40.7497	9687
5170	379.5	-16.66	-6320	-24.411	-8885	14.871	5.83	86.7	10.174	151.29	14.868	-0.359	-5.4	-1.3278	-19.88	379.38	0.012	4	0.0144	5.4	379.43	0.008	3	0.012	4.3	237.92	28.938	6880	40.7899	9696.6
5175	379.51	-16.52	-6270	-24.435	-8894	14.87	5.84	86.9	10.182	151.42	14.868	-0.403	-6	-1.3284	-19.88	379.41	0.011	4	0.0144	5.4	379.44	0.008	3	0.0121	4.3	237.97	28.957	6886	40.8301	9706.1
5180	379.53	-16.56	-6290	-24.457	-8903	14.869	5.74	85.3	10.19	151.53	14.869	-0.454	-6.8	-1.329	-19.89	379.41	0.012	4	0.0145	5.4	379.47	0.008	3	0.0121	4.3	238.03	28.951	6886	40.8703	9715.7
5185	379.57	-16.84	-6390	-24.481	-8912	14.869	5.74	85.4	10.198	151.65	14.867	-0.37	-5.5	-1.3295	-19.9	379.45	0.011	4	0.0145	5.4	379.49	0.008	3	0.0121	4.3	238.16	28.837	6863	40.9105	9725.2
5190	379.57	-16.56	-6290	-24.504	-8921	14.87	5.82	86.5	10.206	151.77	14.867	-0.398	-5.9	-1.3301	-19.91	379.45	0.012	4	0.0145	5.4	379.5	0.008	3	0.0121	4.3	238.15	28.952	6890	40.9507	9734.8
5195	379.59	-16.57	-6290	-24.527	-8929	14.872	5.89	87.6	10.214	151.89	14.869	-0.414	-6.2	-1.3307	-19.92	379.47	0.011	4	0.0145	5.4	379.53	0.008	3	0.0121	4.3	238.29	28.924	6888	40.9909	9744.4
5200	379.63	-16.89	-6410	-24.55	-8938	14.871	5.88	87.4	10.222	152.01	14.869	-0.45	-6.7	-1.3313	-19.93	379.51	0.012	5	0.0145	5.4	379.54	0.008	3	0.0121	4.3	238.15	28.963	6893	41.0311	9753.9
5205	379.62	-16.57	-6290	-24.574	-8947	14.87	5.73	85.2	10.23	152.13	14.87	-0.444	-6.6	-1.3319	-19.94	379.5	0.011	4	0.0145	5.4	379.56	0.008	3	0.0121	4.3	238.09	28.978	6894	41.0713	9763.5
5210	379.66	-16.86	-6400	-24.597	-8956	14.868	5.74	85.3	10.238	152.26	14.867	-0.36	-5.4	-1.3324	-19.94	379.54	0.012	5	0.0146	5.4	379.58	0.008	3	0.0121	4.3	238.1	28.991	6898	41.1116	9773.1
5215	379.66	-16.6	-6300	-24.62	-8965	14.87	5.8	86.3	10.246	152.37	14.867	-0.366	-5.5	-1.333	-19.95	379.55	0.012	4	0.0146	5.4	379.6	0.008	3	0.0121	4.4	238.2	28.962	6894	41.1518	9782.7
5220	379.69	-16.86	-6400	-24.643	-8974	14.871	5.91	88	10.254	152.49	14.868	-0.385	-5.7	-1.3336	-19.96	379.58	0.011	4	0.0146	5.4	379.61	0.008	3	0.0122	4.4	238.27	28.94	6891	41.192	9792.2
5225	379.7	-16.62	-6310	-24.666	-8982	14.87	5.77	85.8	10.262	152.61	14.869	-0.466	-7	-1.3342	-19.97	379.58	0.012	4	0.0146	5.4	379.64	0.008	3	0.0122	4.4	238.14	28.956	6891	41.2322	9801.8
5230	379.72	-16.75	-6360	-24.69	-8991	14.869	5.81	86.4	10.27	152.74	14.867	-0.377	-5.6	-1.3348	-19.98	379.61	0.01	4	0.0146	5.4	379.66	0.008	3	0.0122	4.4	238.1	28.956	6890	41.2725	9811.4
5235	379.74	-16.82	-6390	-24.713	-9000	14.869	5.73	85.3	10.278	152.85	14.867	-0.362	-5.4	-1.3353	-19.99	379.63	0.011	4	0.0146	5.4	379.67	0.008	3	0.0122	4.4	238.14	28.951	6890	41.3127	9821
5240	379.74	-16.66	-6330	-24.736	-9009	14.87	5.87	87.4	10.287	152.97	14.867	-0.367	-5.5	-1.3359	-20	379.63	0.012	5	0.0146	5.4	379.68	0.008	3	0.0122	4.4	238.04	28.87	6867	41.3529	9830.5
5245	379.77	-16.65	-6320	-24.76	-9018	14.872	5.88	87.5	10.295	153.1	14.868	-0.48	-7.1	-1.3365	-20.01	379.65	0.011	4	0.0147	5.4	379.72	0.008	3	0.0122	4.4	237.99	28.991	6895	41.3931	9840.1
5250	379.8	-16.91	-6420	-24.782	-9026	14.869	5.76	85.6	10.303	153.22	14.869	-0.445	-6.6	-1.3371	-20.01	379.69	0.011	4	0.0147	5.5	379.73	0.008	3	0.0122	4.4	237.96	28.981	6891	41.4333	9849.7
5255	379.79	-16.6	-6310	-24.806	-9035	14.869	5.78	86	10.311	153.33	14.868	-0.416	-6.2	-1.3377	-20.02	379.7	0.012	4	0.0147	5.5	379.72	0.008	3	0.0122	4.4	237.9	28.932	6878	41.4735	9859.2
5260	379.81	-16.53	-6280	-24.829	-9044	14.871	5.86	87.1	10.319	153.45	14.868	-0.38	-5.7	-1.3382	-20.03	379.7	0.012	4	0.0147	5.5	379.75	0.008	3	0.0122	4.4	237.96	28.873	6866	41.5137	9868.8
5265	379.84	-16.67	-6330	-24.852	-9053	14.87	5.9	87.8	10.327	153.57	14.868	-0.453	-6.7	-1.3388	-20.04	379.72	0.01	4	0.0147	5.5	379.79	0.008	3	0.0123	4.4	237.97	28.98	6892	41.5539	9878.3
5270	379.87	-16.88	-6410	-24.875	-9062	14.869	5.74	85.4	10.335	153.69	14.869	-0.458	-6.8	-1.3394	-20.05	379.76	0.012	5	0.0147	5.5	379.8	0.008	3	0.0123	4.4	238.17	28.957	6892	41.5941	9887.9
5275	379.86	-16.49	-6260	-24.898	-9070	14.869	5.79	86.2	10.343	153.81	14.869	-0.468	-7	-1.34	-20.06	379.77	0.012	5	0.0148	5.5	379.8	0.008	3	0.0123	4.4	238.08	28.885	6872	41.6343	9897.5
5280	379.88	-16.49	-6260	-24.922	-9079	14.87	5.82	86.6	10.351	153.93	14.868	-0.43	-6.4	-1.3405	-20.07	379.78	0.012	5	0.0148	5.5	379.81	0.008	3	0.0123	4.4	238.08	28.822	6857	41.6748	9907.1
5285	379.91	-16.74	-6360	-24.945	-9088	14.87	5.87	87.3	10.359	154.05	14.868	-0.414	-6.2	-1.3411	-20.07	379.8	0.01	4	0.0148	5.5	379.84	0.008	3	0.0123	4.4	238.04	28.872	6868	41.7147	9916.6
5290	379.94	-16.83	-6400	-24.968	-9097	14.869	5.71	84.9	10.367	154.17	14.869	-0.465	-6.9	-1.3417	-20.08	379.83	0.012	5	0.0148	5.5	379.86	0.008	3	0.0123	4.4	238	28.972	6891	41.7549	9926.2
5295	379.94	-16.75	-6360	-24.991	-9106	14.87	5.84	86.9	10.375	154.3	14.868	-0.402	-6	-1.3422	-20.09	379.82	0.011	4	0.0148	5.5	379.86	0.008	3	0.0123	4.4	238.14	28.846	6864	41.7951	9935.7
5300	379.95	-16.51	-6270	-25.015	-9115	14.87	5.79	86.1	10.383	154.41	14.867	-0.382	-5.7	-1.3428	-20.1	379.84	0.011	4	0.0148	5.5	379.91	0.008	3	0.0123	4.4	238.03	28.977	6893	41.8353	9945.3
5305	379.99	-16.9	-6420	-25.038	-9123	14.871	5.9	87.7	10.391	154.53	14.867	-0.399	-6	-1.3434	-20.11	379.88	0.011	4	0.0149	5.5	379.91	0.008	3	0.0123	4.4	238	29.001	6897	41.8755	9954.8
5310	379.99	-16.61	-6310	-25.061	-9132	14.87	5.75	85.5	10.399	154.65	14.868	-0.399	-6	-1.344	-20.12	379.9	0.012	4	0.0149	5.5	379.92	0.008	3	0.0124	4.4	237.92	28.997	6894	41.9163	9964.5
5315	380.02	-16.71	-6350	-25.084	-9141	14.87	5.71	84.9	10.407	154.77	14.869	-0.39	-5.8	-1.3445	-20.13	379.9	0.011	4	0.0149	5.5	379.95	0.008	3	0.0124	4.4	237.84	28.901	6869	41.956	9974
5320	380.03	-16.64	-6320	-25.107	-9150	14.87	5.82	86.6	10.416	154.89	14.867	-0.385	-5.7	-1.3451	-20.13	379.93	0.011	4	0.0149	5.5	379.96	0.008	3	0.0124	4.4	238.02	28.975	6892	41.9962	9983.5
5325	380.04	-16.51	-6280	-25.13	-9159	14.87	5.88	87.4	10.424	155.01	14.868	-0.42	-6.3	-1.3457	-20.14	379.92	0.011	4	0.0149	5.5	380	0.008	3	0.0124	4.4	237.87	28.977	6888	42.0364	9993.1
5330	380.06	-16.83	-6400	-25.154	-9167	14.869	5.81	86.4	10.432	155.13	14.87	-0.504	-7.5	-1.3463	-20.15	379.95	0.012	4	0.0149	5.5	379.98	0.008	3	0.0124	4.4	237.86	28.918	6874	42.0767	10002.7
